name,id,description,url,price,priceInWord,cityName,addressLocality,longitude,latitude,numberOfRooms,bathroom,bedroom,floorSize,floorno,furnshingstatus,agentName,agentCompanyName,agentMaskedmobilenumber 
"2 BHK Flat  for Sale in   Chromepet, GST Road ",domcache_srp_54845653,"2 Bath,Semi-Furnished,3 floor,East facing Immediate sell east facing apartment with semi furnished 2 bedroom with modular kitchen , 2 western toilet , 1 balcony , wooden temple with door fixed at hall room",https://www.magicbricks.com/propertyDetails/2-BHK-937-Sq-ft-Multistorey-Apartment-FOR-Sale-Chromepet-in-Chennai&id=4d423534383435363533,5850000,58.5 Lac,Chennai,"Chromepet, GST Road",12.961001,80.145471,2,2,2,937 FTK ,3,Semi-Furnished,BITHI,,+91-97XXXXXXX45
2 BHK Flat  for Sale in   Pallavaram ,domcache_srp_56534347,"2 Bath,Unfurnished,5 floor,East facing TVS Emerald Lighthouse in Pallavaram, Near Chrompet, Chennai offers 2 BHK Lifestyle apartments with a perfect combination of contemporary architecture and features to provide a comfortable living. Strategically located at Pallavaram in Chennai, TVS Emerald Lighthouse has internationally styled apartments equipped with all worldclass facilities required for a luxurious, convenient and happy life. The project is a perfect combination of innovative architecture and an ideal location with all the basic facilities nearby. An exclusive Tower Lounge on the 12th floor offers you a splendid view of th",https://www.magicbricks.com/propertyDetails/2-BHK-1134-Sq-ft-Multistorey-Apartment-FOR-Sale-Pallavaram-in-Chennai&id=4d423536353334333437,9150000,91.5 Lac,Chennai,Pallavaram,12.953314,80.162494,2,2,2,1134 FTK ,5,Unfurnished,CHIDAMBARAM,,+91-98XXXXXXX56
2 BHK Flat  for Sale in   Velachery ,domcache_srp_56057213,"2 Bath,Semi-Furnished,3 floor 2 BHK, Multistorey Apartment is available for Sale in Velachery, Chennai for 75.0 Lac(s)",https://www.magicbricks.com/propertyDetails/2-BHK-903-Sq-ft-Multistorey-Apartment-FOR-Sale-Velachery-in-Chennai&id=4d423536303537323133,7500000,75 Lac,Chennai,Velachery,12.979622,80.212914,2,2,2,903 FTK ,3,Semi-Furnished,Bharath,,+91-81XXXXXXX00
3 BHK Flat  for Sale in   T Nagar ,domcache_srp_55436953,"3 Bath,Semi-Furnished,3 floor,East facing We are the proud owners of this 3 BHK apartment available in Gokul Flats. This semi-Furnished apartment located on 3rd floor and has a super built Up area of 1330 sq.ft. It has ceramic flooring. It has 3 bathrooms and 1 balcony's. The ownership is freehold type. The apartment has open parking. Truly spacious and extremely gorgeous, this beautifully furnished 3 BHK flat  is up for sale in  T Nagar, Chennai , and is also a perfect home for those looking for such kind of residential flat. So, hurry up and make the most of this opportunity!!!This flat is supported with round the clock water supply,Air Conditioned, Visitor Parking, DTH Television FacilityLocal bus stops and the other modes of public transport lie within a short distance. Some of the top-rated schools, well-known hospitals, and local clinics are found within the vicinity. Leading shopping malls, supermarkets, popular hotels, banks, and ATM centers are also easily accessible within close proximity.",https://www.magicbricks.com/propertyDetails/3-BHK-1330-Sq-ft-Multistorey-Apartment-FOR-Sale-T-Nagar-in-Chennai&id=4d423535343336393533,13000000,1.30 Cr,Chennai,T Nagar,13.04278384,80.23896863,3,3,3,1330 FTK ,3,Semi-Furnished,Deepak Kapoor,,+91-93XXXXXXX34
"3 BHK Flat  for Sale in   Urapakkam, Vandalur R.F, GST Road ",domcache_srp_53547111,"2 Bath,Semi-Furnished,9 floor,North facing Hurry up!! Grab this golden opportunity at the earliest possible time. Available for sale is this 3 BHK apartment situated in one of the fastest-growing residential localities of Urapakkam, Chennai. USP- Located on main GST Road, railway station on 500m, Chennai Zoological Park, and upcoming bus depo, etc. Property Specifications Facing auspicious north direction, this well-constructed apartment enjoys an adequate amount of natural light and fresh air throughout the day, which helps to keep the interior bright and cool. The apartment is settled on the 9th floor of an 11 storied building and spans across a super-built-up area of 1380 sqft. Coming to the configuration, this apartment incorporates 3 bedrooms, 2 western fashioned bathrooms, a living cum dining room, a modular kitchen, a puja unit, and 2 balconies. Among the 2 western-style bathrooms, 1 bathroom is available for common use whereas the other bathroom is attached to the bedroom.Appointed with a chimney, the modular kitchen comes with an attached utility area and ensures a seamless cooking experience. Furthermore, the balconies of this apartment serve as a perfect place to spend your evening as they offer an uninterrupted view of the city. Moreover, out of 2 balconies, 1 balcony is connected to the living room while the other balcony is linked to the master bedroom. An added advantage of investing in this property is that it comes with spacious wardrobes where you can safely store all your essential items. Moreover, to make the interior more attractive, vitrified tiles have been used to cover the flooring of this apartment. Facilities Worth investing every single penny, this apartment enjoys the benefits of primary facilities like covered parking, 24x7 water supply (borewell and corporation), 100% power backup, round-the-clock security surveillance, CCTV cameras, 2 lifts, etc. LocalityUrapakkam is one of the most prominent localities in Chennai which is served with excellent social infrastructure and physical infrastructure. Talking about this apartment, various colleges are located a short distance from this property. In case of a medical emergency, several healthcare centers can be found within walking distance. Within a range of 1Km, you can find a market while a few banking hubs and ATM centers are located close by. Besides, one can easily commute from one place to another, as autos, taxis, and buses are easily available.",https://www.magicbricks.com/propertyDetails/3-BHK-1380-Sq-ft-Multistorey-Apartment-FOR-Sale-Urapakkam-in-Chennai&id=4d423533353437313131,5200000,52 Lac,Chennai,"Urapakkam, Vandalur R.F, GST Road",,,3,2,3,1380 FTK ,9,Semi-Furnished,Sundararajan,,+91-95XXXXXXX13
3 BHK Flat  for Sale in   Sholinganallur ,domcache_srp_51601473,"3 Bath,Semi-Furnished,1 floor 3 BHK, Multistorey Apartment is available for Sale in Sholinganallur, Chennai for 1.2 Crore(s)",https://www.magicbricks.com/propertyDetails/3-BHK-1627-Sq-ft-Multistorey-Apartment-FOR-Sale-Sholinganallur-in-Chennai&id=4d423531363031343733,12000000,1.20 Cr,Chennai,Sholinganallur,12.90002,80.227585,3,3,3,1627 FTK ,1,Semi-Furnished,Mrs krishnan Mrs krishnan,,+91-98XXXXXXX01
3 BHK Flat  for Sale in   Sholinganallur ,domcache_srp_50679330,"3 Bath,Semi-Furnished,6 floor,South facing Newly constructed & studded with bright interiors, here is the most fantastic 3BHK flat up for sale and is located in one of the posh societies named as Adroit Artistica in Sholinganallur, Chennai. So, what are you waiting for??? Grab this property immediately to lead a contented lifestyle forever…!!!Property SpecificationsFacing the south direction, this fully vaastu compliant flat is ideally positioned on the 6th floor of the 10 storeyed building and comes with freehold ownership rights thus is definitely a secure & profitable investment deal to go with.  Ready to move in with your much-adored family, this unfurnished flat includes 3 bedrooms, 3 bathrooms, 1 balcony, a living cum dining room and a well-organized kitchen with cooking slab & a sink.Fashioned in a western theme, 2 bathrooms are attached to two of the bedrooms and 1 bathroom is for common usage. Overlooking the amazing views of the pool, the airy balcony is connected to the living room.To give an aesthetic look, this entire flat is embraced with the both ceramic and vitrified tiles on the flooring.FacilitiesTo place your vehicles safely & systematically, a covered parking slot and an open parking space are allotted for this residence. Round the clock water supply along with water storage, 2 lifts, DTH television facility, intercom facility and 100% power backup facilities are provided here. Security guard is appointed and CCTV cameras are installed for 24X7 surveillance.     Further, to give a good living experience to its residents, amenities like club house, swimming pool, gymnasium, park, visitor parking, rainwater harvesting and waste disposal are also available here.LocalityMany schools and hospitals are available in the nearby areas to meet educational and medical needs respectively. To buy your daily needs and requirements, many malls/supermarkets are available close by this area. Several nationalized and private banks are available nearby to meet your banking services. Public transports are easily accessible from the nearby areas to commute to other parts of the city conveniently.",https://www.magicbricks.com/propertyDetails/3-BHK-1859-Sq-ft-Multistorey-Apartment-FOR-Sale-Sholinganallur-in-Chennai&id=4d423530363739333330,12500000,1.25 Cr,Chennai,Sholinganallur,12.8969980643125,80.2274401441497,3,3,3,1859 FTK ,6,Semi-Furnished,Sunil Kanoi,,+91-93XXXXXXX84
5 BHK Flat  for Sale in   New Kumaran Nagar ,domcache_srp_55890263,"4 Bath,Semi-Furnished,3 floor,South facing Deccan Kalpataru is one of the famous and prestigious residential developments based in Chennai with lots of completed projects located particularly around OMR. To elevate your simple way of life into a modern and lavish one, Deccan Kalpataru brings you a 5 BHK Flat up for sale in Deccan Kalpataru situated just next to Narayana Techno School.Property Specifications= Designed to perfection, this kingsized 5bhk flat sprawling across the super built-up area of 2008 sq ft and conforms to RERA standards. In addition, there is a provision for a washing machine & dishwasher under the kitchen slab which adds to the comfort of the lady of the house. The finest quality piping and sanitarywares of KOHLER are installed in all the bathrooms to offer maximum comfort and privacy. Here, instead of floor tiles, slabs are laid by paying EXTRA to Builder at the time of Construction. Facilities= Two 3phase service connection is provided here, which leads to saving in monthly electricity bill  Free Units possibility of falling into Lower Slab. Furthermore, 2 covered parking spaces for cars for A 301 & A 302 are also available here.Locality=The proposed metro station, terminus, and bus stop in Phase 2 are situated very close to the Sholinganallur Junction. Moreover, all the essentials like vegetables, groceries, restaurants, electricity, and hardware shops are dotted at 200m range from Deccan Kalpataru, hence no vehicle is required for daily purchases",https://www.magicbricks.com/propertyDetails/5-BHK-2008-Sq-ft-Multistorey-Apartment-FOR-Sale-New-Kumaran-Nagar-in-Chennai&id=4d423535383930323633,9800000,98 Lac,Chennai,New Kumaran Nagar,12.8999803,80.2344703,5,4,5,2008 FTK ,3,Semi-Furnished,Moorthy,,+91-94XXXXXXX29
2 BHK Flat  for Sale in   Ambattur ,domcache_srp_53409457,"2 Bath,Unfurnished,3 floor,North facing 2bhk luxury apartment with north facing.",https://www.magicbricks.com/propertyDetails/2-BHK-912-Sq-ft-Multistorey-Apartment-FOR-Sale-Ambattur-in-Chennai&id=4d423533343039343537,4300000,43 Lac,Chennai,Ambattur,13.118827,80.146799,2,2,2,912 FTK ,3,Unfurnished,sunder,,+91-98XXXXXXX32
2 BHK Flat  for Sale in   Moovar Nagar ,domcache_srp_56889611,"2 Bath,Unfurnished,1 floor,East facing Newly renovated house, 1393 sq-ft super buildup area, 750 sq-ft carpet area, and 643 sq-ft USD. Nearby Schools, Colleges, Hospitals and Supermarkets.",https://www.magicbricks.com/propertyDetails/2-BHK-1393-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Moovar-Nagar-in-Chennai&id=4d423536383839363131,4350000,43.5 Lac,Chennai,Moovar Nagar,12.983389854431152,80.14555358886719,2,2,2,1393 FTK ,1,Unfurnished,Joji Philip Philip,,+91-73XXXXXXX27
"3 BHK Flat  for Sale in   Potheri, Kattankulathur ",domcache_srp_51394272,"3 Bath,Unfurnished,4 floor Only few in this project are with bigger sq.ft of 1550 with extra, 2 carparking.  wooden kitchen cabinets and warddrobes , chimney and fully painted recently AC and light fixturesTruly gorgeous and stunning, this spacious 3 BHK flat for sale in Lancor Abode Valley, Potheri, Chennai is indeed a right place to enjoy comfortable living with your beloved family. Property SpecificationsThis residential flat is inclusive of spacious rooms that are finely decked with quality interiors. Furthermore, this residential flat is built in accordance with Vaastu principles, which is another addon advantage of this property.  Perfectly ready to move in, this 3 BHK flat is positioned on the topmost floor of a 4storey building. Exquisitely designed to ensure high quality living, this residential flat incorporates 3 elegant bedrooms furnished with wooden wardrobes, 3 ensuite western styled bathrooms fitted with geysers, 2 balconies overlooking the river, spacious living & dining room having a storage cupboard, and a sleek kitchen appointed with spacious cabinets wooden, chimneys granite and sink.Good quality vitrified flooring used in all the rooms enhance the overall appeal of this flat. Furthermore, this residential flat is uptodate with electric fixtures like lights, fans and ACs are also appointed for a cool work ambience. Facilities Covered parking space will be available for placing two cars. This residential complex is benefited with modern amenities like water supply, power backup, 24hours security and also other lifestyle amenities are available. LocalityNestled in one of the upbeat residential locales, this residential society enjoys good access to various parts of the city. Public transport facilities lie within the short distance, the railway station and the Highway are within the walkable distance from this premise. Advantageously located, this residential property is sited close to toprated schools, hospitals, and the wellknown SRM University. Moreover, the local markets, supermarkets, noted banks and ATMs lie within the close proximity.",https://www.magicbricks.com/propertyDetails/3-BHK-1550-Sq-ft-Multistorey-Apartment-FOR-Sale-Potheri-in-Chennai&id=4d423531333934323732,5600000,56 Lac,Chennai,"Potheri, Kattankulathur",12.817382,80.040285,3,3,3,1550 FTK ,4,Unfurnished,Sam,,+91-64XXXXXXX68
2 BHK Flat  for Sale in   Sembakkam ,domcache_srp_53454559,"2 Bath,Unfurnished,10 floor,West facing New ready to occupy two bedroom flat at Akila Heights, Sembakkam, Rajakilpakkam, for sale. It comes with 2 bedrooms, hall, kitchen with utility, spacious balcony, two bathrooms and a  dedicated open car parking. Water, electrical connections and power back up for common areas available. Completion certificate obtained. Maintenance paid till December 2021. Excellent location, project right on Velachery main road. Walkable distance to Sembakkam and Kamarajapuram bus stops. Schools, market, all kind of shops next to the property. 15 minutes drive to Tambaram and 25 minutes to Sholinganallur.",https://www.magicbricks.com/propertyDetails/2-BHK-1002-Sq-ft-Multistorey-Apartment-FOR-Sale-Sembakkam-in-Chennai&id=4d423533343534353539,6100000,61 Lac,Chennai,Sembakkam,12.923305,80.1585743,2,2,2,1002 FTK ,10,Unfurnished,Senthil,,+91-88XXXXXXX00
2 BHK Flat  for Sale in   Ambattur ,domcache_srp_56522283,"2 Bath,Unfurnished,1 floor,South facing Multistorey apartment is available for sale. It is a good location property and Vaastu taken care. Please contact for more details.",https://www.magicbricks.com/propertyDetails/2-BHK-1195-Sq-ft-Multistorey-Apartment-FOR-Sale-Ambattur-in-Chennai&id=4d423536353232323833,7200000,72 Lac,Chennai,Ambattur,13.1013100604576,80.1659487886273,2,2,2,,1,Unfurnished,Vijay,,+91-94XXXXXXX05
"2 BHK Flat  for Sale in   Kubera Nagar, Madipakkam ",domcache_srp_55821577,"2 Bath,Unfurnished,1 floor,West facing The gated community  consists of a total of 60 apartments with 12 flats in each block. Located at Madipakkam, the project is well linked to several areas like Adambakkam, Velachery, Vijaya Nagar, Nanganallur, and Keelkattalai. The Madipakkam High Road and Medavakkam High Road intersect in the area and connect the project to several destinations with ease.",https://www.magicbricks.com/propertyDetails/2-BHK-852-Sq-ft-Multistorey-Apartment-FOR-Sale-Kubera-Nagar-in-Chennai&id=4d423535383231353737,4100000,41 Lac,Chennai,"Kubera Nagar, Madipakkam",12.957369804382324,80.20649719238281,2,2,2,,1,Unfurnished,Sathish,,+91-96XXXXXXX02
3 BHK Villa for Sale in Thirumazhisai,domcache_srp_55298055,"3 Bath,40 X 20 ft Sqft,Unfurnished,East facing With major key facilities available close by, this eye-striking villa is thoughtfully situated in Thirumazhisai, Chennai. So what are you waiting for??? Hurry up and grab this stupendous 3BHK Villa which offers you transparency in dealing, unbound convenience and the greatest possible customer satisfaction. Note --- the possession of this under-construction property will be given by Aug 15 2021. Property SpecificationsConstructed up to 3 floors, the entire layout is Vastu compliant, thereby ensuring a healthy and prosperous living for its occupants. Wake up with the pleasant sunlight touching your doorsteps and the pure oxygen ventilating your ambience, giving a beautiful start to your entire day. Speaking about the floor plan, the ground floor features 1 living room, 1 kitchen cum dining, 1 bedroom, 1 common bathroom (washroom will be done as per the requirement), parking, and space for pooja room. The first floor includes 1 living room, 2 bedrooms with attached bathrooms (washroom will be done as per the requirement) and 1 balcony attached to the living room overlooking the main road. There is an open terrace available on the 2nd floor. Glamorising the interiors is the superior quality vitrified tiles covered on the flooring. Along with making optimum use of space, the design of wardrobes in the bedrooms stores all your collectables, essentials in a meticulous manner.FacilitiesUnrestricted supply of water, provision for power backup and covered parking are also provided to ensure that all the day-to-day activities have a smooth flow. Moreover, other amenities like Rain Water Harvesting, Reserved Parking, Water Storage, Private Terrace/Garden, and Wrap Around Balcony are also available. LocalitySituated in a well-developed area, you can also pin down several prominent nationalized banks, private banks and ATM centres at 500meters - 1km distance. Well-equipped with modern technology is a large number of healthcare centres within 1km of this property where you can rush in the case of emergencies. Chennai Public School is available at 1km and a food line is found nearby. Taxis and auto-rickshaws are very cheap and popular means of transport serving a large number of people to shuttle within the city. There is also a railway station which is accessible at a range of 2km.",https://www.magicbricks.com/propertyDetails/3-BHK-1600-Sq-ft-Villa-FOR-Sale-Thirumazhisai-in-Chennai&id=4d423535323938303535,5000000,50 Lac,Chennai,Thirumazhisai,13.049044609069824,80.06222534179688,3,3,3,1600 FTK ,,Unfurnished,Parameswaran,,+91-89XXXXXXX28
"2 BHK Flat  for Sale in   Thirumullaivoyal-Rajiv Gandhi Nagar, Vanagaram ",domcache_srp_56123495,"2 Bath,Semi-Furnished,3 floor,East facing Multistorey apartment is available for sale. It covered area of 915 sqft,UDS 548sqft,it is a good location property. Please contact for more Details.",https://www.magicbricks.com/propertyDetails/2-BHK-915-Sq-ft-Multistorey-Apartment-FOR-Sale-Thirumullaivoyal-Rajiv-Gandhi-Nagar-in-Chennai&id=4d423536313233343935,4200000,42 Lac,Chennai,"Thirumullaivoyal-Rajiv Gandhi Nagar, Vanagaram",13.1432866528159,80.1353876585282,2,2,2,915 FTK ,3,Semi-Furnished,Purush Magesh,,+91-90XXXXXXX23
"2 BHK Flat  for Sale in   Villivakkam, Jawaharlal Nehru Road ",domcache_srp_56386045,"2 Bath,Semi-Furnished,Ground floor,South facing It will look like individual seperate house,",https://www.magicbricks.com/propertyDetails/2-BHK-950-Sq-ft-Multistorey-Apartment-FOR-Sale-Villivakkam-in-Chennai&id=4d423536333836303435,6500000,65 Lac,Chennai,"Villivakkam, Jawaharlal Nehru Road",,,2,2,2,950 FTK ,Ground,Semi-Furnished,Raghunathan,,+91-80XXXXXXX09
3 BHK Flat  for Sale in   Vandalur ,domcache_srp_55490555,"3 Bath,Unfurnished,1 floor,West facing Truly bright and decent, this wonderfully designed 3 BHK builder floor for sale in one of the prime residential locales of Melakottaiyur, Chennai is absolutely worth buying. So, hurry up and make most of this opportunity!!!Property SpecificationsNote One unit of builder floor is on the ground floor and other unit is available on the first floor that are available for sale and there is an open terrace on the second floor. The ground floor faces the north direction and the first floor is west facing. Vaastu compliant .Approved by the Directorate of Town",https://www.magicbricks.com/propertyDetails/3-BHK-943-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Vandalur-in-Chennai&id=4d423535343930353535,3750000,37.5 Lac,Chennai,Vandalur,12.847479,80.153214,3,3,3,943 FTK ,1,Unfurnished,Naren,,+91-99XXXXXXX94
2 BHK Villa for Sale in Kovalam,domcache_srp_55169061,"2 Bath,39.5 X 26 ft Sqft,Semi-Furnished,North facing Experience a classy lifestyle that is complete with a multitude of amenities including a Club House, swimming pool, Beautiful Garden & Landscaping in ECR, Chennai. This independent villa is without a doubt a fine investment to go with. So, hurry up and seize this once-in-a-lifetime opportunity.",https://www.magicbricks.com/propertyDetails/2-BHK-1136-Sq-ft-Villa-FOR-Sale-Kovalam-in-Chennai&id=4d423535313639303631,7000000,70 Lac,Chennai,Kovalam,12.947424,80.253667,2,2,2,1136 FTK ,,Semi-Furnished,Barefoot Bay,,+91-99XXXXXXX05
2 BHK Residential House for Sale in Chennai,domcache_srp_56735507,"2 Bath,Unfurnished,1 floor,North facing 2 BHK, Residential House is available for Sale in , Chennai for 48.50 Lac(s)",https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Residential-House-FOR-Sale-in-Chennai&id=4d423536373335353037,4850000,48.5 Lac,Chennai,,,,2,2,2,1100 FTK ,1,Unfurnished,Venkatesan N,,+91-98XXXXXXX69
3 BHK Flat  for Sale in   Maraimalai Nagar ,domcache_srp_55285043,"3 Bath,Semi-Furnished,4 floor Bright and spacious, this beautifully designed elegant 3 BHK flat for sale in Akshaya Metropolis, Maraimalai Nagar, Chennai is the perfect match for any sort of families to stay in comfortably. So, hurry up and book this flat now!!!Property SpecificationsBuilt in accordance with vaastu norms to enjoy peaceful living, this residential flat is truly worth buying. Benefited with freehold ownership rights, this residential flat is worth for any potential buyer to go with.Perfectly ready to move in, this 3 BHK flat is sited on the fourth floor in a building of 9floors. Fully ventilated, this residential flat encompasses 3 bedrooms furnished with wardrobes, 3 western bathrooms, 2 fabulous balconies, separate living & dining room, a servant room having a washroom, kitchen and also there is a provision for having a puja room. Fitted with branded geysers are the 3 bathrooms that are connected to the respective bedrooms. Overlooking the main GST Road are the 2 balconies, of which one is connected to the dining hall and the other is with the master bedroom.  The kitchen is decked with gleaming granite platform and sink for a convenient cooking experience. For a fabulous look, this residential flat is adorned with good quality vitrified tiles. FacilitiesTwo covered parking slots are available for placing your vehicles without any hassles. This residential society is well-supported with useful amenities such as round the clock water supply, power backup, security with CCTV surveillance, 2 lifts, cafeteria/food court, visitor parking, conference room, rain water harvesting, gymnasium, indoor games room, kids play area, reserved parking, swimming pool, health club with steam / jaccuzi, internet/wi-fi connectivity, intercom facility, aerobics room, multipurpose courts, fire fighting equipment, coffee lounge & restaurants and a club house.LocalityThis well-planned residential society is located in one of the prestigious areas of Chennai with easy access to all your conveniences. Local bus stops and the other public transport facilities lie within the short distance to ensure easy commuting. Furthermore, an upcoming metro station and the sub urban railway station is nearby this premise. Some of the prominent schools and colleges lie within a short range. Most of the hospitals and the clinics are available within the short distance. Many of the noted banks and the ATMs are reachable within 1km from this society.",https://www.magicbricks.com/propertyDetails/3-BHK-1949-Sq-ft-Multistorey-Apartment-FOR-Sale-Maraimalai-Nagar-in-Chennai&id=4d423535323835303433,8500000,85 Lac,Chennai,Maraimalai Nagar,12.7741438150406,80.0112444162369,3,3,3,1949 FTK ,4,Semi-Furnished,Mukund Krishnamurthy,,+91-93XXXXXXX62
3 BHK Flat  for Sale in   Thiruporur ,domcache_srp_55352251,"2 Bath,Unfurnished,2 floor,East facing Vast Open space, 24x7 Water, security and Power. Gated Community",https://www.magicbricks.com/propertyDetails/3-BHK-1275-Sq-ft-Multistorey-Apartment-FOR-Sale-Thiruporur-in-Chennai&id=4d423535333532323531,4000000,40 Lac,Chennai,Thiruporur,12.730202,80.205651,3,2,3,1275 FTK ,2,Unfurnished,Ganesh Sankaran,,+91-99XXXXXXX08
"2 BHK Flat  for Sale in   Karukku, Korattur ",domcache_srp_56223299,"2 Bath,Semi-Furnished,4 floor,East facing Become the owner of a newly constructed 2 BHK apartment which is now up for sale in Casagrand Asta - one of the elite residential projects in Karukku, Chennai. This property is approved by leading banks and comes with a freehold type of ownership so the prospective buyers can be guaranteed of making a worthwhile deal by going with this property.Property SpecificationsMeticulously designed, this 2 BHK apartment covers a super area of 1204 Sq ft and a carpet area of 809 Sq ft. Residents here will experience the positive and pleasant environ as the flat is built as per the vaastu norms and is facing the east direction.Positioned on the top-floor of a 4-storey building, this flat comprises 2 spacious bedrooms, 2 western-style attached bathrooms with geysers, a huge living cum dining room, and a modular kitchen with an attached utility area. Additionally, the flat features a balcony attached to the hall and one can get the view of the swimming pool from here. Furthermore; the flat is semi-furnished and there is a wardrobe to place belongings in an organised way.Moving to the flooring part; fine-looking and durable vitrified tiles are covered on the flooring in all the rooms.FacilitiesCovered parking, 2 lifts, security guards, CCTV cameras for extra surveillance, power backup and bore well & corporation water supply are some of the prime facilities provided here.Apart from the above; amenities such as rainwater harvesting, clubhouse, swimming pool, gymnasium, park, reserved parking, air conditioned, visitor parking, intercom facility, maintenance staff, laundry service, internet/Wi-Fi connectivity, DTH television facility, RO water system, banquet hall, bar/lounge, cafeteria/food court, conference room, outdoor tennis courts, theme based architectures, fingerprint access, water front, etc are provided.LocalityOwning this property to settle down with the family is completely worth it as major infrastructural facilities are available within the vicinity. You can find schools just opposite to this property while hospitals, malls, and supermarkets are accessible at a distance of 1km. Buses, autos are widely available to/from this area and the railway as well as metro stations are at a distance of 2.5km hence commuters will experience stress-free travelling.",https://www.magicbricks.com/propertyDetails/2-BHK-1204-Sq-ft-Multistorey-Apartment-FOR-Sale-Karukku-in-Chennai&id=4d423536323233323939,8500000,85 Lac,Chennai,"Karukku, Korattur",13.117133,80.171999,2,2,2,1204 FTK ,4,Semi-Furnished,Raaj,,+91-98XXXXXXX09
"2 BHK Flat  for Sale in   Cholapuram, Ambattur ",domcache_srp_56112559,"2 Bath,Semi-Furnished,1 floor,North facing 1st floor North facing covered car parkingmetro water & sewage connection already available. 2 bore already there and no issue with water supplyclose to stafford hospital. 2 min walkable distance from Ambattur Avadi main road.Get this 2 BHK for sale in Venkatachalam Street now, you save lakhs on brokerage! This North facing home is on the 1st floor. This home is over 930 sqft. & even comes with ample dedicated parking area for car and bike.",https://www.magicbricks.com/propertyDetails/2-BHK-930-Sq-ft-Multistorey-Apartment-FOR-Sale-Cholapuram-in-Chennai&id=4d423536313132353539,3950000,39.5 Lac,Chennai,"Cholapuram, Ambattur",13.119579315185547,80.143310546875,2,2,2,930 FTK ,1,Semi-Furnished,Bharathi,,+91-99XXXXXXX08
1 BHK Flat  for Sale in   New India Colony Perungudi ,domcache_srp_56514663,"2 Bath,Unfurnished,1 floor,North facing Spacious Hall and Bedroom with Balcony in Hall and Service Area in Kitchen. Spacious Closed Cupboards in Bedroom.1 Western Style Toilet with Bath and 1 Indian Style Toilet.",https://www.magicbricks.com/propertyDetails/1-BHK-741-Sq-ft-Multistorey-Apartment-FOR-Sale-New-India-Colony-Perungudi-in-Chennai&id=4d423536353134363633,3800000,38 Lac,Chennai,New India Colony Perungudi,,,1,2,1,741 FTK ,1,Unfurnished,Anu,,+91-98XXXXXXX53
"2 BHK Flat  for Sale in   Moulivakkam, Moulivakkam ",domcache_srp_56497763,"1 Bath,Unfurnished,1 floor,East facing Multistorey apartment is available for rent. Please contact for more details.",https://www.magicbricks.com/propertyDetails/2-BHK-1210-Sq-ft-Multistorey-Apartment-FOR-Sale-Moulivakkam-in-Chennai&id=4d423536343937373633,4000000,40 Lac,Chennai,"Moulivakkam, Moulivakkam",13.02181339263916,80.14282989501953,2,1,2,,1,Unfurnished,Rajkumar,,+91-99XXXXXXX02
3 BHK Flat  for Sale in   Medavakkam ,domcache_srp_54928535,"2 Bath,Semi-Furnished,3 floor,South facing Situated in a beautiful location, this happening 3BHK flat is enveloped with a friendly environment that is up for sale in Medavakkam, Chennai. The exceptional infrastructure with delightful interiors of this flat is perfectly ideal for a family who wishes to experience a luxurious life in an upbeat area.  Property SpecificationsCrafted over the super area of 1413 sq ft, this stunning north facing flat brings in positive energies, healthy ambience and prosperity. Being positioned on the 3rd floor of a 4-storeyed apartment, this flat enjoys ample breathing space",https://www.magicbricks.com/propertyDetails/3-BHK-1413-Sq-ft-Multistorey-Apartment-FOR-Sale-Medavakkam-in-Chennai&id=4d423534393238353335,6800000,68 Lac,Chennai,Medavakkam,12.918147087097168,80.19001007080078,3,2,3,1413 FTK ,3,Semi-Furnished,Balu Gopi,,+91-98XXXXXXX88
3 BHK Flat  for Sale in   Guduvancheri ,domcache_srp_54682945,"2 Bath,Unfurnished,2 floor,North facing Multistorey apartment is available for sale. It carpet area of 1048 sq-ft, it is a good location property. Please contact for moredetails.",https://www.magicbricks.com/propertyDetails/3-BHK-1048-Sq-ft-Multistorey-Apartment-FOR-Sale-Guduvancheri-in-Chennai&id=4d423534363832393435,3600000,36 Lac,Chennai,Guduvancheri,12.749664,80.1069,3,2,3,,2,Unfurnished,P Subramania Iyer,,+91-92XXXXXXX86
3 BHK Flat  for Sale in   Anna Nagar West ,domcache_srp_57227237,"2 Bath,Semi-Furnished,2 floor my property is a feasible location for schools like sboa , Dav and Velamma. Park and main road facing",https://www.magicbricks.com/propertyDetails/3-BHK-820-Sq-ft-Multistorey-Apartment-FOR-Sale-Anna-Nagar-West-in-Chennai&id=4d423537323237323337,6600000,66 Lac,Chennai,Anna Nagar West,,,3,2,3,820 FTK ,2,Semi-Furnished,vishal,,+91-72XXXXXXX91
"3 BHK Flat  for Sale in   Alapakkam, Porur ",domcache_srp_56772983,"3 Bath,Semi-Furnished,1 floor,East facing The flat is on the first block facing the road. There are only 2 houses in the block, though there are more blocks. It gives the feeling of a independent house inside a gated community! 2 in 1",https://www.magicbricks.com/propertyDetails/3-BHK-1450-Sq-ft-Multistorey-Apartment-FOR-Sale-Alapakkam-in-Chennai&id=4d423536373732393833,7500000,75 Lac,Chennai,"Alapakkam, Porur",13.049271583557129,80.1680908203125,3,3,3,,1,Semi-Furnished,Vasantha,,+91-93XXXXXXX26
