date,reviewer,review,rating,is_real_review
4/18/2019,Xana B.,"I have lived in Valley Apartments for almost two years, and I have enjoyed my two bedroom apartment greatly! It's spacious and a clean environment. Josie the manager will always come to your aid ASAP. The air condition broke one day and she had maintenance come fix it the same day!  Also these apartments are in a great location if you work in the film industry, because it's near all of the studios! True, there is highway noise, but it's just white noise. I highly recommend these apartments!",5,0
11/9/2017,Alexandra B.,Josie (the manager) always has your back! She responds quickly and makes sure that your needs are met!,5,0
10/9/2017,Sean J.,"I recently moved to California and in the process of looking for a place to live, I came across Josie Evans, Resident Manager at Valley Apartments. Up to this point, my experience looking for a place to say had been dreadful to say the least. About half of properties that I came across didn't have Leasing Offices so I was forced to either call and leave a message or send an e-mail in the hopes that someone would get back to me. Needless to say, most didn't.
 I visited Valley Apartments in the hopes of finding a place. Unfortunately, Ms. Evans advised me that they didn't have any apartments available and that for my price range, it would be hard to find something. However, she went the extra mile by taking me into her office and actually looking online and searching for me. She gave me the names of sites to use and even went so far as to check sister properties to see if they had any openings as well as asked a few existing tenants if any of them knew anyone that needed a roommate. All this for a person that she just met off the street that wasn't going to be a tenant. This just doesn't happen every day. I eventually found a place to stay but this simple act of kindness stayed with me. If the world had more people like Ms. Evans, it would be a much place. When my lease is up at my current place, I will definitely be getting back in touch with Ms. Evans in the hopes of moving into her complex.",5,0
9/14/2017,Madeline S.,"I have been living this apartment for almost one year, and I just love this place! First of all, the building is located in a very decent neighborhood in Burbank. People living in the community are gracious and a lot of them are working in film industry. As there is a film school, NYFA, and a couple of production companies, Warner Bros. and Disney, nearby, you might easily encounter with directors, actors, screenwriters and other professionals in the film industry. Starbucks, grocery stores, and restaurants are all within walk-in distance. Super convenient!  More importantly, the unit has a great management team. The manager, Josie, is super nice, warm-hearted, supportive, professional and considerate. No matter what problem you have, she is always ready to help. I believe she makes friends with all the tenants. She greets everyone warmly on every day.  Marcelino, who takes care of all the maintenance, is also super professional, nice and helpful.  He fixes things in a speedy and gentle manner. Never delays. All in all, this is a perfect place for students and professionals, singles and families, cats and dogs. Yes, this apt is pet-friendly.  

230号的这间公寓地理位置绝佳，距离纽约电影学院、华纳兄弟等电影公司都非常近。

小区也很安全、安静和方便，楼下有餐厅、咖啡厅以及Trader Joe's等超市。

价格较合理，有车库，整栋楼打扫得很干净。管理员Josie很热心，愿意帮助住户解决问题，楼内的住户也都很友好。总之非常适合学生或工作族，单身或情侣甚至是一家人入住。",5,0
9/7/2017,K P.,great place to live! Near everything thats good. Management is very effective and the maintenance staff is very friendly.  On site Josie will take good care of you.  I've been here over 3 years...I know.,5,0
9/5/2017,Tricia L.,"I've stayed in Valley Apartments for a year and it has been a wonderful experience! The apartment is clean and in good condition (it's always nice to have our own washer/dryer in the unit.) Also, the neighborhood is very safe, no need to worry at night. It's one of the best choices especially for students from NYFA, since that everything is in walking distance! From the day we moved in until the day we moved out, the manager, Josie, has offered us full help. She is very kind-hearted and responsive. I wouldn't have wanted to leave here if my roommates didn't move out. I strongly recommend this place for people who have been struggled with apartment hunting in Burbank!",5,0
8/24/2017,Wanyin T.,"Lived in Valley Apartment for a while. Everything has been great! Josie, the property manager, is very helpful and friendly to all her tenant. I am an international student and she's very kind and patient in helping me and my friends. She solves problem efficiently. Great experience living here!",5,0
7/19/2017,Marisa C.,"I lived here for 4 years and it was wonderful! My apartment was lovely, the neighborhood is great, and Josie was super helpful! She was always there for anything I needed and so nice to my cat. Was great living there and I highly recommend it!",5,0
"11/15/2016
Updated review",Lisa P.,"I lived at the Valley Apartments for almost 10 years! Not consecutively....I moved back to the east coast and once I returned to LA, I was so happy with my previous stay at Valley, that I went back and was able to secure an apartment again.  Josie is a gem and made it a pleasure to live at The Valley Apartments.  Amenities, quiet building despite the freeway behind us, on time maintenance request fufilled, perfect location, and safe!!.  Josie as the building manager is fair, fun, and a pleasure to live with.  She loves and takes care of all her tenants...including the animals and it was indeed a pleasure to reside there.   Thank you Josie and valley apartments for a great beginning to my new life in LA",5,0
6/28/2016,Pat N.,Our first friend in Burbank was Josie. She is such an angel. My wife and I just moved out to California from New York and was looking for an apartment. We had such a hard time because we weren't working in California yet and didn't know anybody or where to start. Luckily we found Josie on a Yelp search and decided to call her. She is the building manager at Valleys apartment. She was very nice and invited us over to her office so she can help us more. Unfortunately she didn't have any available apartment in her building but she did give us some websites and contact information from other management office. She would also email us whenever there's new updates or available apartment viewings. We finally found an apartment that would do short term lease. And it was all thanks to Josie because it was one of the property that she had emailed us about. We can't thank Josie enough for all the help that she have given us. Thank you a thousand times!!!!!,5,0
5/1/2016,Kelly S.,"My husband and I recently helped to move our daughter into her first official home which happens to be Valley Apartments and we could not be more pleased at her choice. Josie Evans (Manager) is just a gem...heart of gold and takes immense pride in making sure the tenants are happy. From the beginning to the end of the process, she helped with every detail and made sure that the apartment was as perfect as it could be for her...fixing any problem IMMEDIATELY if it was necessary. Additionally, she has taken our daughter under her care...introducing her to other tenants with similar interests, the mailman and telling her which local businesses to frequent (even introducing her to those folks in the community too!). Every bit of information that we might need to get her settled was at our fingertips simply for the asking. Valley Apartments is, quite literally, a hidden treasure. Great location (at the end of a cul de sac), awesome tenants (who from what we could see are like a family in their own right), safe neighborhood, quiet, clean and loaded with tons of charm and amenities for the price point. You will not be disappointed if you are lucky enough to get in here.",5,0
3/21/2016,Jason W.,"Josie is one of the nicest people I have ever met in LA. During my search, she has gone out of her way several times to help me find the best apartment that accommodate to my needs.
On top of that, she runs a beautifully kept building with a friendly community. I couldn't agree more with all the other reviews on here!",5,0
2/10/2016,Kate M.,"My time spent living at Valley Apartments is some of my fondest memories.  The building is filled with friendly, pleasant tenants that come from all over the world, many to attend the nearby New York Film Academy.  Although filled with friendly tenants, this building has a quiet atmosphere and is best suited for young professionals.  The neighborhood is possibly one of the best perks.  Situated right on the edge of Toluca Lake, you can easily just cross the street to walk in the quiet neighborhoods of mansions and tree lined streets. A very safe neighborhood at all times day and night.  Just a short walk from Trader Joes and Von's, along with many restaurants including Umami Burger and Lemonade.  The pool and gym are always open and often you'll have it entirely to yourself.  However, above all, the best asset Valley Apartments has to offer is the property manager, Josie.  When first moving to LA, she took us under her wing and helped us adjust to the new city.  As a property manager, she upheld all her duties and more.  She will go above and beyond to make your time at Valley as homey and happy as possible.  Highly recommend Josie and Valley. A+!!!",5,0
12/24/2015,B B.,"Nice community here. Josie, the property manager, is helpful and friendly. She's a great resource for people moving to the area.",5,0
8/22/2015,Renee C.,"I LOVE my apartment so much! We moved here about 3 years ago from Maryland, so we came in for a long weekend and looked at about 21 different apartments in 4 days (and drove by 10 more). The moment we walked into this apartment, we knew we had found the place. And not just because it was one of the last places we looked at. ;) It was beautiful, spacious, comfortable, and even on a Sunday morning, without an appointment (though we called first), apartment manager Josie Evans was incredibly helpful, gracious, lovely and kind, and so accommodating. She really was (is!) terrific, showing us the apartment and complex, and introducing us to other tenants, including one who proved very helpful in my husband's new career. Josie takes excellent care of us, including our cats, and she loves our cats as much as she loves her own cat. She's so kind to everyone, people and pets alike, and she goes out of her way to help you. I also adore how pet friendly the entire apartment is.

The apartment is so wonderful. It's big and cozy at the same time, and there are rarely problems with noise or smells, and there are no bugs (thank goodness! I've lived in apartments with roaches and it is the worst). My unit also came with a washer/dryer, and even a fridge, which a lot of apartments don't have. Plus parking in a locked garage. And if you do have a problem, Josie takes care of it immediately. They're really quick to respond if something breaks or stops working, and they either fix it or replace it within a few days. It's right near the highway, but I can't hear the noise inside. You can hear it by the pool, but I personally rarely go swimming, so it makes no difference to me. The neighborhood is also wonderful. I feel incredibly safe and there are great restaurants within walking distance.

We really lucked out finding this place. I'm so happy here, I love my apartment so much. I didn't think we would stay here this long already, and I don't plan to move anytime soon. :)",5,0
8/1/2015,Tonya G.,"My family and I was apartment hunting today and stopped by Valley Apartments. We were very lucky that the property manager Josie was in her office because we did not have an appointment. The complex is so well kept and most of all love is present there. We could really tell how much Josie cares about the property and most of all people. She was so kind, courteous and helpful. Unfortunately there were not any units available. We really wish there was. It was a real pleasure to meet Josie and we are grateful for the time she took to help us. Thank you Josie!",5,0
7/21/2015,Chris F.,"I was apartment searching the other day and was sad to find out that this building was not available. I was however delighted to meet Josie the building manager who was extremely friendly and professional. Josie was kind enough to take the time and show me around. The building is clean and the apartments are beautiful. I could tell this place was this impressive because of the undeniable love Josie has for the building. Josie was also very passionate about the area. I am new to Los Angeles so it was good to know of my possible surroundings. She said it was a peaceful safe community and that everything I need is in walking distance. After exploring the area I found all her statements to be true. Although I knew I couldn't live there at the time, I felt I was treated like a friend who has lived at Valley Apartments for years. Thanks again for taking the time Josie. Hopefully I can move in when something opens up.

Chris S.",5,0
5/13/2015,connie t.,"I'm a current resident and have live here for 3 years now. Josie is by far the best landlord I've ever had. I rarely have issues, but when I do, she always finds a solution immediately and when I am away she makes sure my mail and packages are safely inside my apartment and not just sitting at my front steps. The property itself is nicely kept and really close to grocery stores, restaurants and freeways.",5,0
11/3/2020,Joe J.,Stay Away from living at this place. It is overpriced and management is a joke. You are restricted from everything. It feels like you pay to live in prison. The sounds from other apartments are loud. Run from this place. Management is a joke. I gave my 30 day notice and they can't seem to find it and it's costing me money because the team is incompetent. People are fleeing from this place. The weekend I moved out 3 other people moved.,1,0
4/14/2021,Hani F.,"We just moved here and are EXTREMELY satisfied with our new home. Everyone is so friendly, welcoming and professional in this building . We had a great experience so far with the concierge, security, management and maintenance. They always find a way to help and the building and common areas are always clean. the Location is close to Trader, target, sprouts and some nice restaurants walking distance from home. A very special thank you as well to Anthony for being patient with us in the move-in process and showing us all possible options before finally deciding to move in.",5,0
4/29/2020,Mirvat G.,"I moved to LA from Europe in November 2019...apartment hunting took more than a month but I didn't like anything I saw, because I'm too picky...
The moment I entered PRIZMA building I knew it was my dream place...it was like a 5 stars hotel...everything was modern and new...very clean everywhere...the staff were very friendly and helpful...the location is one of the best in LA...I couldn't but move in right away with gratefulness to my leasing agent Andrew, who was a big help for me in so many ways.
From the first week I couldn't expect to feel myself as a family member to everyone in this building, tenants and employees.
I unfortunately stayed less than 2 months there then got locked in Europe because of Covid-19.
But I refused to leave my apartment in PRIZMA even if I don't live in it now, and can't wait to come back after this crise.
Thank you everyone there and hope you are keeping yourself safe.
Big Love I can't wait to see you all :)",5,0
11/26/2019,Vincent N.,"Been living here for over a month and everything is great - the staff know my dog and me on a first name basis, the neighbors are considerate, the lobby smells nice and the convenience of the location is incredible (Sprouts, Target, restaurants all within a minute walk). No complaints and glad to call this place home!",5,0
11/22/2019,Natacha K.,The staff at Prizma go above and beyond to help residents live as comfortably as possible. The friendly and accommodating staff are truly what makes Prizma special. I am very happy with my decision to live here and have yet to be disappointed by anything or anyone in this building. Would highly recommend to anyone interested in living in a new build.,5,0
9/10/2018,B C.,These people are thieves and con artists.  Do not give them any information because they will steal from you.  Please look elsewhere because you will eventually regret even considering this place.  The staff is atrocious and highly trained in harassment.  DO NOT LET THEM TRICK YOU INTO FILLING OUT AN APPLICATION.  They believe it is the same thing as signing a lease.,1,0
"4/5/2017
Updated review",Brian L.,"Just classic. I came back to yelp to see if there was a response to my review. Of course in classic smoke and mirrors style these guys took down my poor review which reads below. That is the biggest problem with these guys. They are not transparent at all and they only want to let you know about the positives and ignore the negatives. Its quite appalling that they took the review down but not surprising given their MO. Yelp is not supposed to be a cherry picking of only good reviews for the benefit of the reviewed. Its supposed to be an open forum where people provide feedback based on actual experience. I will re-post my review and hopefully building management will not take it down this time.

See original review below.

The building itself is ok. Its a little old at this point. The staff doormen and maintenance are really good guys. Management is just ok. They dont work with you at all regarding your renewal. They actually penalize existing tenants and give newer tenants better prices. It makes zero sense but they take advantage of the fact that you are a loyal customer and dont necessarily want to deal with moving. Its not surprising that vacancies are as high as they have been since the financial crisis. There is so much more supply in the area and in the city in general and consumers can see that this  building, as from its location, is just mediocre at this point.

The Biggest issues are the construction that has been going on for a long time and will continue for at least 2 more years according to the construction site manager. The windows are ok but not sufficient to block out the noise of Jackhammers and drills that start at 7am. Also, because the construction is causing lane closures, there is always traffic outside on Houston, Bowery and Second Avenue. This causes ambulances to sit there for long periods of time with their sirens on. Sirens are always there regardless of the construction because Houston is a main artery to get across town but the construction just adds fuel to the fire. Its the most consistently loud apartment building I have ever been in hands down. It's unfortunate that its mine.

Quite frankly the building is unbearable and I would never choose to live here again.",1,0
4/29/2016,Aidan S.,"I have been living here for the past 18 months. Great location, new building and friendly staff. Especially Jobi, George and Chris stand out. One of the best things about this building is the fact that it is dog friendly. My dog loves Jobi and looks forward to getting his treats everyday. Overall, this is welcoming place at an amazing location.",5,0
4/23/2016,Rachel A.,"We just moved out of Bowery Place and we absolutely will miss it. The front desk team at 22 is incredible (Jerry, Andy and Jesus). They are an integral part of why we loved calling the building home for two years. Our apartment was delivered to us in great condition and the maintenance team  is incredibly helpful. Best roof deck in the EV. One of the best locations in Lower Manhattan.",5,0
4/12/2016,Fenil G.,"I have lived the building for six years and it's been a pleasure dealing with the staff and doormen, guys like Jobi, George and Omar. They are the best doormen in the city!!

The location is great, although a bit loud on certain lines due to the location. The apartments are well done.",5,0
4/12/2016,Manon R.,"My husband and I have been living at Avalon Bowery for more than 7 years and we couldn't be happier with the staff. The doormen are the nicest I've ever met and happy to engage with everyone in the building. They love our dogs and always spoil them with treats. Maintenance is always accommodating and gets things done on time. Rick and Jeremy always go out of their way to help out in some sort of way, whether it's getting the door, or asking how things are going -- we feel very lucky to have such a great team of people in our building.",5,0
4/11/2016,Chase L.,"I have lived in the building since July and it has been the most amazing experience. It is extremely well-run, any service request gets completed immediately. The entire staff is amazing and so accommodating, Jobi and George put a smile on everyones face as soon as they walk through the lobby. They both make me feel so at home and comfortable asking for anything. Everything about the building is great, and nothing can beat this location!",5,0
4/10/2016,Hesham A.,"Great building but Jerry, Andy and Jesus are the reason I've lived at 22 East 1st since 11/1/2007!",5,0
4/10/2016,Mike J.,Jobi is the best!  I've been here nearly ten years and cannot imagine the building without him. #bestdoormanever,5,0
4/9/2016,Mike L.,"Living here is great. While the prices are high,the apartments are beautiful, including great kitchens and amenities. But its the service that makes this place worth it. Special thanks to all the rock-star staff (Jerry, Jesus, Andy, and more) who always great with a smile and make this more than just an apartment, but a real community.",5,0
4/9/2016,Kate L.,I've gotten spoiled living in Avalon Bowery II. It's so convenient and great to know that the staff are here to take care of everything for the building. It's a great place and we've been pleased since moving in 8 years ago. Special thanks to all the concierge staff like Jerry and Andy for their help over the years as they really go above and beyond with Jerry especially being helpful and knowledgeable.,5,0
4/9/2016,Mary S.,Have been living in Avalon Bowery Place II since the building opened. It's a perfect location and well run. Management recently updated the common areas and the staff do a great job of keeping everything clean and well maintained. The concierge staff (especially Jerry) are always quick to offer a smile and help with anything. We've really enjoyed living here.,5,0
4/9/2016,David F.,"Been living at 22 east 1st street for a long time and it's a terrific building. Very well run overall and the staff is extremely helpful and considerate. Jerry at the concierge desk is always there to greet us with a smile, help us with whatever we need and creates a great atmosphere for residents.",5,0
4/9/2016,Greg M.,"Great location, building, and management.  You really can't ask for much more.  Highly recommended.  Shout out to jerry and the rest of the tireless staff.",5,0
4/8/2016,A T.,"Best building in NOHO! The staff is incredible and have help make the building my home after moving from LA four years ago. Jobi, George, Chris and Omar as well as all maintenance staff have been there since the day I moved in and go above and beyond to make sure all needs are met, even our dog. Jobi greets all the dogs with treats and rubs and George makes sure you leave with a smile!",5,0
4/7/2016,Gideon L.,"Great building with very good amenities (roof deck, gym, common area) and excellent staff.  Always know I can count on Jerry and the others to take care of any questions or issues promptly and with a great attitude, which makes it a very easy place to live.  Fully recommend.",5,0
4/5/2016,Anna T.,"One of the best things about Avalon Bowery 11 is the building staff; George, Jobi, Chris, Jeremy, Omar and everyone on the management, maintenance and handymen teams. Concierge always makes you feel welcome and like part of the community (everyone from dogs to babies to moms love them!) and maintenance requests are an easy and smooth process. The location is close to unbeatable in the sense of being near awesome restaurants, great shopping and various subway lines. Moreover, the building has a gym, a lounge and a rooftop and there is also possibility for access to extra storage space (the latter being something rare and treasured in NYC). We've lived here for 5+ years and are overall very happy residents.",5,0
4/3/2016,Debra M.,"All the staff in the building are amazing.  We have lived in a number of different neighborhoods, all with 24-hour doormen buildings.  The friendliness and service of the staff in this building sets the building apart from other places.  Jerry, in particular, should be commended for going above and beyond and making us feel at home.",5,0
4/3/2016,Jill G.,"Jobi, George, Chris, and Omar are the best doormen in NYC. They are like family.",5,0
4/3/2016,Theodora P.,"Best building!! Super well-organised and apartments are brilliant. Must also mention the doormen, who are all great, especially George and Jobi! Highly recommend this building.",5,0
4/2/2016,Danny T.,"I love living at Avalon Bowery Place. Not only is the location one of the best in the East Village, but everything about this building is great. From the amenities, location and of course service. Repairs are completed in a timely manner, and the building is always clean! The best part of living at Avalon is the concierge desk. I don't know what I would do without Jobi and George, they are at attention 100% of the time and always make my family feel welcome and taken care of.",5,0
4/2/2016,mandi m.,"Love this building - all the amenities you could ask for, and amazing staff!  Everyone is prompt, polite, and helpful... We love our doormen, especially Jerry :)",5,0
4/2/2016,Ilana W.,"Avalon is the best! The best neighborhood, good management, and great staff like Jobi, George, and Omar make it a great place to live.",5,0
4/2/2016,Tom M.,"Great life here at Avalon Bowery II. With concierges Jerry, Juan, Andy, Jesus and Elis looking out for you, it doesn't get any better. The building is only 6 years and has soundproof windows and solid walls, so living here is very peaceful!",5,0
4/1/2016,Jen R.,"The doormen make the building - Jobi, George, Chris and Omar are all great. They're the reason we've stayed so many years.",5,0
3/30/2016,Aaron G.,Amazing building and service. Jobi is a tremendous doorman. Always helping out when needed. Love this place!!,5,0
3/30/2016,Brett F.,Jobi and George are exceptional and make me and my family feel welcome and at home as soon as we set foot in the building. We couldn't hope for more professional or friendly staff.,5,0
"2/18/2021
Updated review",Matt P.,"Absolutely awful place to live. Avoid this building like the plague. Horrible amenities, inept service workers, and absolutely god-awful, careless, disinterested management. Where to even begin... the light in my kitchen was flickering for months before they fixed it. The windows haven't been cleaned for years. The idiot in the package room who can't count how many packages you have in the system will ironically count every ""extra"" guest you might have on the roof. There is literally nothing redeeming about this building or there awful management company, UDR. Avoid 21 Chelsea like the British Covid-19 strain.",1,0
5/15/2018,Rick S.,"We had a disappointing move-in experience that, hopefully, does not speak more broadly to the disorganization of the building management going forward.

At move-in, we were provided with a detailed invoice of how much we owe before taking possession of the keys. When logging into the system to pay this invoice, we noticed discrepancies between the online system and the invoice. Specifically, the online system said we owed the full amenity fee (whereas the invoice said we had a half off discount we previously negotiated) and a pet fee (which was voided as ""NA"" in the invoice we were provided). We were confused and had the below email exchange, with dollar figures removed:

Us: ""We just completed electronic signature and submission of the lease. Just to confirm, by what date are we required to make the initial payments outlined in the attachment you previously sent? We logged into the MyUDR system and are noticing the charges do not match what was quoted in your attachment. Specifically, the amenity fee is still showing up as [XXX], and there is an additional [XXX] pet fee that was slotted as not applicable in the attachment (both of which we used as the basis of signing the lease). Could you help us resolve these amounts, and also the timing?""

Leasing Office Employee: ""Regarding payment please refer to your welcome home coast [sic] sheet and not what the website is indicating. You will have to manually enter the amount to make the payment.""

Two weeks after our move in, we get an email saying we did not pay the [XXX] pet fee and needed to make payment. We were confused, given the explicit email exchange above where we had proactively called it out and were told we would actually not need to pay it. We sent this exchange to building management and were provided the following response:

Building Management: ""I can understand the email communication was confusing. Our portal at move in sometimes can seem complicated, so [Leasing Office Employee] would always refer back to the cost sheet. However, she did not update the cost sheet to reflect the [XXX] pet fee. That being said, the pet fee is still [XXX] as per your signed lease agreement and that mount [sic] is due.""

This disorganization is very frustrating, and the explanation that their system is so confusing that their employee doesn't rely on it didn't help things. If we were told from the beginning when we explicitly flagged the discrepancy that we still owed the pet fee, we would have not been upset. However, when you a) are told unambiguously to disregard the amount in the system after you actively bring up the difference, and b) are then on top of that told to manually enter a different amount per a separate invoice saying pet fee is voided, it is very frustrating to then be told you actually owe a higher amount after the fact. It is a bit like telling a cashier ""are you sure about this price because it is posted as different on the shelf?"", being confirmed that yes you should completely disregard the shelf price, then having the store show up at your house 2 weeks later asking you to foot a multi-hundred dollar bill to something you had been explicitly told was voided. The fact that they wouldn't take responsibility for their mistake I think reflects very poorly on commercial professionalism.",1,0
3/1/2018,Melissa P.,We are so happy at 21Chelsea! Everyone is very friendly and helpful. Service requests are filled right away and everything is nice and clean in the building and hallways.,5,0
11/7/2016,Diana L.,"I have leased an apartment at 21 Chelsea through Churchill Living.  My initial contact at 21 Chelsea was with Natalie Hribko, Management Office,  who enthusiastically invited me to see all of the amenities that the building has to offer.  I was immediately attracted to the building as we adore the Chelsea neighborhood and you can immediately see that the building is clean and calm and the building staff is attentive and amicable.  Natalie has been, without exception, an integral part in resolving our issues and the follow-through was instantaneous!  Natalie always has a welcoming smile when you enter the office (open door policy)  and is profoundly conscientious and caring.   In a busy world, exuberant human contact is extremely valuable which Natalie advocates to an exceptional degree!",5,0
8/8/2016,Luke M.,"Great building in a great neighborhood. I've lived at 21 Chelsea for over a year and recently moved to a different apartment on a higher floor (thanks Nat!). The facilities are excellent (especially the gym and rooftop), the doormen are all fantastic and the community vibe is great. Any maintenance issue is handled quickly and efficiently, communication is great and the apartments themselves are really high quality. I'm glad to be here for another year!",5,0
8/8/2016,Jace M.,"I've lived at 21 Chelsea for over a year and have just signed another lease and moved into another apartment in the building.  This process was made so easy and stress free because of the help of our leasing agent Natalie Hribko.  From the application process, to her showing us around the available apartments, Natalie really went above and beyond to make sure we stayed with 21 Chelsea.  She also made sure that our application process was super quick and our move was seamless and we are now so glad that we've stayed a part of the 21 Chelsea family.",5,0
8/8/2016,Paula E.,"I am just a parent whose daughter moved into 21 Chelsea almost 3 months ago....and as this was the third of my kids to live in NYC, I had a lot of apartments to compare. 21 Chelsea  is absolutely terrific, quality apartments, fabulous  amenities.  The  management  obviously  does an incredible job in maintaining the building and hiring top notch people.
Natalie n the management office was the consummate professional in guiding my daughter and her boyfriend through the process, while making them feel at home from the get go.
She  even let ""Mom"" into the apartment for a sneak peak and to measure before their move in date!
Great place....anyone who finds their way to 21 Chelsea is lucky indeed!!!",5,0
8/8/2016,Ali E.,"I moved into 21 Chelsea 2 months ago and could not be happier. The building and it's amenities are extremely well kept and the staff are over the top nice. It honestly feels like I'm living in a hotel. The doormen, Agron (the super), and Natalie (the leasing agent) are what make the building truly special. Whether it is the doormen greeting you by name when you walk in the door, Argon taking care of any issues within hours of you making a request, or Natalie sending you an email to make sure that everything is up to par, you will quickly realize how above and beyond they go.

After doing a TON of research on the internet, I continued to see nothing but amazing reviews about 21 Chelsea. I had countless discussions with other real estate agents who wouldn't listen to our wants and needs during our search and I became extremely concerned about finding a place. However, the moment we stepped foot in Natalie's office, we knew that we had to live there. She was gracious, kind, informative, and professional. She took the time to show us a few different units as well as the amazing amenities. We filled out the application within minutes and signed the lease just a few days later. The entire process was so seamless, we were convinced it was too good to be true.

I really feel like I've found a home rather than just a temporary apartment. I can't say enough about how great this building and it's employees are. If you are looking for an apartment in NYC, look no further than 21 Chelsea.",5,0
8/4/2016,Suzanne M.,"I have lived here for 6 months and I love it!  The apartments are great, staff is wonderful and location cannot be beat",5,0
8/2/2016,Anna G.,"I just signed my lease to live at 21 Chelsea for a second year! My roommate and I love it here. There is a great mix of young professionals and families with small children. The rooftop is gorgeous and the other amenities such as the gym and club room are updated and very convenient. Even better, it's a pet-friendly building!",5,0
8/2/2016,Dee L.,We have been in 21 Chelsea for almost a year and it has worked out very well for us.  The apartment is a good size for a one bedroom and the kitchen is very spacious with great (new) appliances.  We love the location as it is near a lot of restaurants and shopping and easy to reach many subway stops.  We are exercisers so the gym is really good for an apartment complex and the views from there and the rooftop are wonderful.  Natalie and Josh (Management Office) were both great to work with when we first visited the apartment and the whole process of getting approved and moving in were pretty seamless.  Natalie has been able to answer any questions or information we needed.,5,0
8/2/2016,Reid T.,"I've lived in 21 Chelsea for 2 months and my experience has been fantastic so far.  The building staff is courteous and responsive, and the facilities are kept in great shape - especially the gym and the roof, which is beautiful.

Natalie from the management office was extremely helpful and responsive during the application process, and has continued to stay in touch in order to make sure we are pleased with our apartment.  This building was the very first that we looked at during our apartment search, and we put in an application quickly after Natalie showed us around.  Highly suggested if you are looking for a clean, quiet building in a great location!",5,0
8/2/2016,Amanda B.,"I've lived in 21 Chelsea for just over two years now. The location is convenient, the building/apartments are newly renovated and the staff is incredibly helpful. The doormen are very friendly and the maintenance staff is responsive and quick. Over the last two years they've made a number of upgrades to the building including a gym on the top floor and resident lounge on the first floor. I also really like using the roof to entertain in the warmer months, it's rarely crowded.",5,0
8/2/2016,Michelle O.,"I moved into this apartment building about 2 months ago and have absolutely loved it.  During the leasing process, Natalie was our leasing agent and she was incredible.  Natalie was super nice, honest, and reliable.  I value efficiency and quick email responses, both of which Natalie had.  My boyfriend and I had many questions from day 1 to today, and Natalie responds right away and in a very professional manner.

We had a couple of issues with regards to unknown smells in our apartment, but both Josh and Natalie were on it as soon as we emailed them and helped fix the issue.  I have nothing bad to say about this place and their agents.  I highly recommend this building, and will continue to live here as long as I can!",5,0
8/2/2016,Stephanie B.,"I moved into 21 Chelsea 2 years ago and I am still pleasantly surprised by the sense of community and how helpful and responsive management is. Natalie Hribko (awesome woman) helped me move into my first unit in the building and when it was time for more space (the big boyfriend move in), she helped me find another PERFECT unit for both us in 21 Chelsea. She was extremely helpful and patient with me as I think I asked to revisit the unit multiple times for measurements.  It was the most effortless, easy move and I am so grateful we were able to stay in the building I love so much. If the roof deck doesn't sell you alone, the building hosts get-togethers, Superbowl parties, wine tastings...as if living in this beautiful building wasn't enough, there are always added sweeteners that always serve as a pleasant surprise.  I would highly recommend this building to anyone moving into the area!!",5,0
8/2/2016,Myra D.,"Just moved into the building a month ago and so far our time at Chelsea 21 has been incredible. The staff is friendly, welcomes us by name and always knowledge on our  packages/deliveries. The amenities are also superior, especially the roof and the gym which are always well taken care of and never too crowded. I would highly recommend Chelsea 21!",5,0
6/20/2016,Dan D.,"21 Chelsea is a great building, in a great location, with very professional management (Josh and Natalie). The roof and gym are good amenities and worth the $$, and always are clean and available. The location near Trader Joes is a huge added bonus.",5,0
1/8/2016,Ilaria A.,"I moved here almost 3 months ago. I love this place.
The rooftop is simply amazing and you get great amenities in the building (gym with beautiful view, lounge area and BBQ in the rooftop, super nice lounge in the lobby for events)

Location is very convenient, I really walk everywhere from here, several stores and markets in only few blocks distance and subway stations only few minutes away.

Personally I fell happy and surrounded by great people. Staff is very reliable and ready to answer to any need or issues.

I couldn't ask for a better place.",5,0
8/15/2016,Cmore S.,do you listen to the tenants complaints?  you have the worst air conditioners and elevator svc.  not a single apartment i've been to has a functioning air conditioner on top of them kicking dust and mold into the apartments. I wanted to dye.  Find new svc contract for AC... all your tenants complain...,1,0
3/17/2021,Giorgos P.,"Perfect location, spacious and bright units with a great rooftop and other amenities. Very helpful management and staff (Dashawn, Danny, Dave), special mention to Yonten at the front desk for being such an amazing and kind person!",5,0
