name,id,description,url,price,priceInWord,cityName,addressLocality,longitude,latitude,numberOfRooms,bathroom,bedroom,floorSize,floorno,furnshingstatus,agentName,agentCompanyName,agentMaskedmobilenumber 
3 BHK Flat  for Sale in   Kanakapura Road ,domcache_srp_53623715,"2 Bath,Unfurnished Your home in the lap of nature. You will be living close to nature at Maangalya Park Avenue since we have done everything possible to reduce our carbon footprint and create a scenic environment with lush greenery and landscaped surroundings that you will feel proud to call your home.",https://www.magicbricks.com/propertyDetails/3-BHK-1549-Sq-ft-Multistorey-Apartment-FOR-Sale-Kanakapura-Road-in-Bangalore&id=4d423533363233373135,7684589,76.8 Lac,Bangalore,Kanakapura Road,,,3,2,3,1549 FTK ,,Unfurnished,Jitesh,,+91-99XXXXXXX00
3 BHK Flat  for Sale in   Uttarahalli ,domcache_srp_56874073,"2 Bath,Unfurnished,6 floor Devagiri Emerald welcomes you to a Lifestyle blessed by Property and luxury at devagiri emeralds in Bengaluru . Uniquely designed Homes Ranging From different Square feet . Built on G+6 Floors.Devagiri Emerald is an apartment projects which consist of Luxury Homes with an array of Splendid amenities including fully ventilated with no common walls home is a dream come true to many of the Home Buyers.",https://www.magicbricks.com/propertyDetails/3-BHK-1640-Sq-ft-Multistorey-Apartment-FOR-Sale-Uttarahalli-in-Bangalore&id=4d423536383734303733,9798000,98 Lac,Bangalore,Uttarahalli,12.906179,77.5491255,3,2,3,1640 FTK ,6,Unfurnished,Kiran,Devagiri Promoters ,+91-81XXXXXXX82
3 BHK Flat  for Sale in   Panathur ,domcache_srp_53812155,"3 Bath,Unfurnished,West facing Satwi Thavil is an upcoming housing project at Varthur in Bangalore, being developed by Satwi Infra. Keeping in mind the needs of modern lifestyle of residents, the project provides various amenities. Satwi Thavil encompasses amenities such as Landscaped Garden, Power Backup, Cycling & Jogging Track, Gymnasium and Swimming Pool.ATMS, medical facilities, education institutions, and parks are within easy reach. The area is also well-connected by bus and road network.",https://www.magicbricks.com/propertyDetails/3-BHK-1641-Sq-ft-Multistorey-Apartment-FOR-Sale-Panathur-in-Bangalore&id=4d423533383132313535,10172559,1.01 Cr,Bangalore,Panathur,12.938629,77.711906,3,3,3,1641 FTK ,,Unfurnished,Mahesh,Satwi Inra ,+91-88XXXXXXX95
2 BHK Flat  for Sale in   Thambuchetty Palya ,domcache_srp_56824339,"1 Bath,Unfurnished SSB Sunsine is one of the residential developments which is located at Kodigehalli Bangalore. It offers spacious and skillfully designed apartments. The project is well equipped with all the amenities to facilitate the needs of the residents. ",https://www.magicbricks.com/propertyDetails/2-BHK-1033-Sq-ft-Multistorey-Apartment-FOR-Sale-Thambuchetty-Palya-in-Bangalore&id=4d423536383234333339,4132000,41.3 Lac,Bangalore,Thambuchetty Palya,13.0175611,77.7034767,2,1,2,1033 FTK ,,Unfurnished,Praveen,Sri Balaji Shelters ,+91-72XXXXXXX79
4 BHK Flat  for Sale in   Kanakapura Road ,domcache_srp_56175565,"3 Bath,Unfurnished S B Skanda Lake Front in Uttarahalli, Bangalore South by S B Urbanscapes is a residential project. The project offers Apartment with perfect combination of contemporary architecture and features to provide comfortable living. The Apartment are of the following configurations: 2BHK, 3BHK and 4BHK. It also has amenities like Basketball court, Jogging track and Swimming pool. The project has indoor activities such as Pool table. It also offers Car parking.",https://www.magicbricks.com/propertyDetails/4-BHK-1895-Sq-ft-Multistorey-Apartment-FOR-Sale-Kanakapura-Road-in-Bangalore&id=4d423536313735353635,12503894,1.25 Cr,Bangalore,Kanakapura Road,12.746104,77.487602,4,3,4,1895 FTK ,,Unfurnished,SB Urban Scapes Eshwar,S B Uran Scapes,+91-97XXXXXXX39
2 BHK Flat  for Sale in   Thanisandra Main Road ,domcache_srp_57250377,"2 Bath,Unfurnished SLN Meadows Offers you premium Vaastu Compliant flats, lies in range of '53.6Lac - 73.6 Lac'. While the Builder is offering 50%  UDS, 74% Carpet Area and 57% open area. There are  properties of 2 BHK available for sale in the price range of '53.6 Lac - 56.4 Lac' while  properties of 2.5BHK & 3 BHK available for sale in price range of '62.5 Lac - 73.6 Lac.The fully gated community of 40 units across 2 wings. It offers a sought-after blend of cosy ambience and oodles of privacy. What's more, the choicest of mood - enhancing amenities spell the supreme in individual indulgence. SLN Meadows, just make it yours.",https://www.magicbricks.com/propertyDetails/2-BHK-1215-Sq-ft-Multistorey-Apartment-FOR-Sale-Thanisandra-Main-Road-in-Bangalore&id=4d423537323530333737,5953500,59.5 Lac,Bangalore,Thanisandra Main Road,13.0708835,77.6335839,2,2,2,1215 FTK ,,Unfurnished,Nisha  Singh,SLN Developers PVT. LTD. ,+91-63XXXXXXX18
2 BHK Flat  for Sale in   whitefield ,domcache_srp_54001289,"2 Bath,Unfurnished,2 floor SARITHA SPLENDOR LSR embodies everything for comfortable living in splendid lifestyles. Contemporary architecture is crafted with premium fixtures and microscopic detailing for longer sustainability. Luxurious amenities with lavish clubhouse, Spacious Designer Passages, Vastu designed apartments having abundant light and air. Every element is designed with effective space utilization and an engagement for every age.",https://www.magicbricks.com/propertyDetails/2-BHK-1105-Sq-ft-Multistorey-Apartment-FOR-Sale-whitefield-in-Bangalore&id=4d423534303031323839,7653581,76.5 Lac,Bangalore,whitefield,12.984263,77.717912,2,2,2,1105 FTK ,2,Unfurnished,Pradeep  Yadav,Saritha Developers Pvt Ltd,+91-78XXXXXXX26
2 BHK Flat  for Sale in   Hennur Main Road ,domcache_srp_56890857,"2 Bath,Unfurnished SN Luxuria is one of the premium residential real estate projects developed by Icon Constructions, in Hennur Main Road region of Bangalore.This is one of the best residential projects developed by the developer in this area.",https://www.magicbricks.com/propertyDetails/2-BHK-1160-Sq-ft-Multistorey-Apartment-FOR-Sale-Hennur-Main-Road-in-Bangalore&id=4d423536383930383537,4756000,47.6 Lac,Bangalore,Hennur Main Road,13.0231661,77.6309661,2,2,2,1160 FTK ,,Unfurnished,Naveen,,+91-98XXXXXXX11
2 BHK Flat  for Sale in   Thanisandra Main Road ,domcache_srp_54841443,"2 Bath,Unfurnished The Pyramid Bilberry is built by the Pyramid Builders and Developers that aims at delivering excellent quality residential spaces at reasonable prices so that everyone can afford a stylish and modern apartment. From basic facilities to modern amenities, everything in Pyramid Bilberry makes your life comfortable and your body healthy and happy.",https://www.magicbricks.com/propertyDetails/2-BHK-1012-Sq-ft-Multistorey-Apartment-FOR-Sale-Thanisandra-Main-Road-in-Bangalore&id=4d423534383431343433,4554000,45.5 Lac,Bangalore,Thanisandra Main Road,13.087165,77.625812,2,2,2,1012 FTK ,,Unfurnished,Aspire,,+91-99XXXXXXX22
2 BHK Flat  for Sale in   Varthur ,domcache_srp_54283133,"2 Bath,Unfurnished It is a spacious, vastu compliant 2 BHK apartment with good ventiliation and high end amenities. At Sonestaa Melody , the design says it all. Optimal utility of the 'square form' makes the project an architectural marvel and a new benchmark of trendy design in Bengaluru. While the concept itself stands leagues apart from convention, special care is taken to strike a new balance between aesthetics and utility.",https://www.magicbricks.com/propertyDetails/2-BHK-1118-Sq-ft-Multistorey-Apartment-FOR-Sale-Varthur-in-Bangalore&id=4d423534323833313333,4135482,41.4 Lac,Bangalore,Varthur,12.934531,77.727062,2,2,2,1118 FTK ,,Unfurnished,Shyam,BSS Builders and Promoters,+91-95XXXXXXX38
"2 BHK Flat  for Sale in   Electronic City Phase 2, Electronic City ",domcache_srp_52733351,"2 Bath,Unfurnished,Ground floor Sri Nandana Royal is developed by Sri Nandana Builders with an impeccable Reputation for quality, integrity and on Schedule Delivery. The Apartment is located in Electronic city Phase 2 Easily accessible, to all the Major IT Parks in Electronic city Like Infosys, Wipro, HP, CGS and many more. ",https://www.magicbricks.com/propertyDetails/2-BHK-1155-Sq-ft-Multistorey-Apartment-FOR-Sale-Electronic-City-Phase-2-in-Bangalore&id=4d423532373333333531,4694875,46.9 Lac,Bangalore,"Electronic City Phase 2, Electronic City",12.831819,77.701238,2,2,2,1155 FTK ,Ground,Unfurnished,Kiran  Kumar,Sri Nandana Royal,+91-98XXXXXXX25
2 BHK Flat  for Sale in   Hsr Layout ,domcache_srp_56892179,"2 Bath,Unfurnished,3 floor CBR AAVANI is Located at HSR Layout it's Approved by BBMP A'Khata Ready to move in Apartment. Due to the presence of important national & international companies the place has a high demand for residences & properties. Located in one of the best developed region of Bangalore, CBR Aavani is a promising buy for those seeking a new residence. Make sure you acquire your space in the property by dialing our number right away.",https://www.magicbricks.com/propertyDetails/2-BHK-1240-Sq-ft-Multistorey-Apartment-FOR-Sale-Hsr-Layout-in-Bangalore&id=4d423536383932313739,7936000,79.4 Lac,Bangalore,Hsr Layout,12.9114311,77.6445763,2,2,2,1240 FTK ,3,Unfurnished,Sunitha,,+91-90XXXXXXX44
3 BHK Flat  for Sale in   K R Puram ,domcache_srp_52453065,"3 Bath,Unfurnished,4 floor Sri Tirumala Sliver Springs are Elite, yet affordable apartments, designed developed and promoted by Rathi Constructions, we are setting up a close-knit community of 83 families and invite you to make Sri Tirumala Silver Springs your Home. ",https://www.magicbricks.com/propertyDetails/3-BHK-1475-Sq-ft-Multistorey-Apartment-FOR-Sale-K-R-Puram-in-Bangalore&id=4d423532343533303635,6101250,61 Lac,Bangalore,K R Puram,13.0126101,77.7165925,3,3,3,1475 FTK ,4,Unfurnished,Mohan,,+91-99XXXXXXX66
3 BHK Flat  for Sale in   Kadugodi ,domcache_srp_50930688,"3 Bath,Unfurnished At NVR Sunpearl Block-B, the design says it all. Optimal utility of the square form makes the project an architectural marvel and a new benchmark of trendy design in Bengaluru. While the concept itself stands leagues apart from convention, special care is taken to strike a fine balance between aesthetics and utility.",https://www.magicbricks.com/propertyDetails/3-BHK-1460-Sq-ft-Multistorey-Apartment-FOR-Sale-Kadugodi-in-Bangalore&id=4d423530393330363838,6570000,65.7 Lac,Bangalore,Kadugodi,12.992701,77.748482,3,3,3,1460 FTK ,,Unfurnished,Eshwar,NVR Developers,+91-88XXXXXXX99
2 BHK Flat  for Sale in   K R Puram ,domcache_srp_54691225,"2 Bath,Unfurnished Garuda Park Square has been designed for a high impact, upscale residential lifestyle. The artistically designed amenities, cobble stone pathways and pergolas above the seating areas make for beautiful views. The freedom of these outdoor essentials will cater to your polished taste and ensure complete satisfaction.",https://www.magicbricks.com/propertyDetails/2-BHK-1213-Sq-ft-Multistorey-Apartment-FOR-Sale-K-R-Puram-in-Bangalore&id=4d423534363931323235,6917037,69.2 Lac,Bangalore,K R Puram,13.0126101,77.7165925,2,2,2,1213 FTK ,,Unfurnished,Garuda ,,+91-96XXXXXXX34
2 BHK Flat  for Sale in   Yelahanka ,domcache_srp_57411201,"3 Bath,Semi-Furnished Peace Paramount is a form for a place in which existence is positive, harmonious and eternal. Paramount is a place of contentment, Peace, Prosperity & Happiness. To create such an environment 'A Peace Projects' presents -'Peace Paramount' which will fulfil these feelings & senses.An Ultra Luxurious high end contemporary 36 apartment project in the heart of Yelahanka with all modern facilities and amenities that will take comfort of living to the next level.",https://www.magicbricks.com/propertyDetails/2-BHK-1106-Sq-ft-Multistorey-Apartment-FOR-Sale-Yelahanka-in-Bangalore&id=4d423537343131323031,4754694,47.5 Lac,Bangalore,Yelahanka,13.1072034,77.597427,2,3,2,1106 FTK ,,Semi-Furnished,Hansraj  Doshi,A Peace Projects LLP,+91-93XXXXXXX02
3 BHK Flat  for Sale in   Marathahalli ,domcache_srp_56754151,"2 Bath,Unfurnished Highlands at Thubarahalli, Kundalahalli junction is top notch location within walking distance to corporate companies, academic institutes, shopping malls, amusement centres etc. This is the ideal location for a family to reside as it brings the world to your doorstep. The project is spread on a vast area of 3 acres. ",https://www.magicbricks.com/propertyDetails/3-BHK-1440-Sq-ft-Multistorey-Apartment-FOR-Sale-Marathahalli-in-Bangalore&id=4d423536373534313531,7498008,75 Lac,Bangalore,Marathahalli,12.9579717,77.6914752,3,2,3,1440 FTK ,,Unfurnished,Ramesh  Babu,,+91-63XXXXXXX77
2 BHK Flat  for Sale in   Hennur Main Road ,domcache_srp_56813625,"2 Bath,Unfurnished Salarpuria Sattva Aspire at Hennur Main Road, Bangalore, offers high-end yet affordable apartment options ranging between INR 96.0 Lac - 1.29 Cr.. Welcome to SALARPURIA SATTVA ASPIRE. Homes that come packaged for the Very Blessed. Homes that are Vaastu designed to usher in good fortune at every turn of life. And then, there is the given from Salarpuria Sattva - plenty of light, air and space. The recreation spaces are well-planned and neatly tucked into convenient spaces without much utilization of common areas so that much of the construction allows you to enjoy more space in your home. Designed to the specifications of global best practices with stringent environment specifications, ASPIRE promises you the good-life in the most sort-after and up-coming locations of Bangalore. In the heart of nature with open expanses , bright blue skies, amidst the bountiful goodness of nature.",https://www.magicbricks.com/propertyDetails/2-BHK-1599-Sq-ft-Multistorey-Apartment-FOR-Sale-Hennur-Main-Road-in-Bangalore&id=4d423536383133363235,9500000,95 Lac,Bangalore,Hennur Main Road,13.0829021933579,77.6543953594335,2,2,2,1599 FTK ,,Unfurnished,Harish,Prop Advisors,+91-99XXXXXXX04
2 BHK Flat  for Sale in   Kadugodi ,domcache_srp_56522241,"2 Bath,Unfurnished,1 floor Hilife Homes Nature is a project which is best suited for people who never compromise in terms of coziness and lavishness. If both these elements are a must for you and your family, so here is where you should be. The development invitations you to love the peacetime and indulgences of your room like you have always wished for. Lead the kind of life you always wished to combine extensive and offer many features that one can wish for. Fine living, fulfillment, peace, luxury, satisfaction and elegance all await you here. RERA registered, BBMP approved, OC obtained. ",https://www.magicbricks.com/propertyDetails/2-BHK-1050-Sq-ft-Multistorey-Apartment-FOR-Sale-Kadugodi-in-Bangalore&id=4d423536353232323431,4725000,47.3 Lac,Bangalore,Kadugodi,12.992701,77.748482,2,2,2,1050 FTK ,1,Unfurnished,HiLife Nature,Akshya Builders ,+91-95XXXXXXX66
2 BHK Flat  for Sale in   Sarjapur Road ,domcache_srp_57046243,"2 Bath,Unfurnished Mythri Builders presents an exclusive opportunity to own your spacious Duplex dream homes in the hear of Kodathi Off Sarjapur Road. It's not only an extravagant lifestyle adobe but an address that offers great conveniences today and supreme connectivity tomorrow. Come, let's not miss the opportunity which is rightfully termed as ",https://www.magicbricks.com/propertyDetails/2-BHK-1080-Sq-ft-Multistorey-Apartment-FOR-Sale-Sarjapur-Road-in-Bangalore&id=4d423537303436323433,5727120,57.3 Lac,Bangalore,Sarjapur Road,12.900521,77.710237,2,2,2,1080 FTK ,,Unfurnished,Sowjanya ,,+91-95XXXXXXX22
2 BHK Flat  for Sale in   Sarjapur Road ,domcache_srp_55375041,"2 Bath,Unfurnished,7 floor A 26 Acre Self Sustained Township, 25 plus Lifestyle Amenities, 40,000 sqft Clubhouse,",https://www.magicbricks.com/propertyDetails/2-BHK-984-Sq-ft-Multistorey-Apartment-FOR-Sale-Sarjapur-Road-in-Bangalore&id=4d423535333735303431,7700000,77 Lac,Bangalore,Sarjapur Road,12.900521,77.710237,2,2,2,984 FTK ,7,Unfurnished,Banupriya,Assetz Whitefield Homes Pvt. Ltd.,+91-96XXXXXXX28
2 BHK Flat  for Sale in   Devanahalli ,domcache_srp_41001193,"2 Bath,Unfurnished,7 floor,East facing Greeted by open spaces, beautiful landscaping and greenery | Thoughtfully designed as per Vaastu with no common walls | Maximum natural light and ventilation and at the same time offers breath-taking views.",https://www.magicbricks.com/propertyDetails/2-BHK-885-Sq-ft-Multistorey-Apartment-FOR-Sale-Devanahalli-in-Bangalore-r1&id=4d423431303031313933,4500000,45 Lac,Bangalore,Devanahalli,13.242081,77.7135224,2,2,2,885 FTK ,7,Unfurnished,Chandrashekar,Krishnaja Constructions,+91-81XXXXXXX67
2 BHK Flat  for Sale in   Chandapura ,domcache_srp_56975455,"2 Bath,Unfurnished,4 floor,East facing East Facing Unit & North East Opening Door, great as per vastu. Ready for Booking",https://www.magicbricks.com/propertyDetails/2-BHK-1038-Sq-ft-Multistorey-Apartment-FOR-Sale-Chandapura-in-Bangalore&id=4d423536393735343535,3817490,38.2 Lac,Bangalore,Chandapura,12.798481,77.7138094,2,2,2,1038 FTK ,4,Unfurnished,Rakesh P,,+91-90XXXXXXX44
2 BHK Flat  for Sale in   Sarjapur Road ,domcache_srp_56381943,"1 Bath,Unfurnished,4 floor Presenting Brigade Gem, a uniquely designed low-rise community just 4 floors above ground, but still rising above the noise.  Hereâ??s a rare active-terrace lifestyle set in such a prized niche of a location, itâ??s truly a gem.",https://www.magicbricks.com/propertyDetails/2-BHK-1121-Sq-ft-Multistorey-Apartment-FOR-Sale-Sarjapur-Road-in-Bangalore&id=4d423536333831393433,6546640,65.5 Lac,Bangalore,Sarjapur Road,12.894164,77.694058,2,1,2,1121 FTK ,4,Unfurnished,Brigade,BEL,+91-93XXXXXXX55
3 BHK Flat  for Sale in   Nagasandra ,domcache_srp_54495433,"3 Bath,Semi-Furnished,4 floor,North facing This is a beautiful vastu compliant, semi furnished 3 BHK of 1500sft with 3 Toilets. The unit is on 4th floor and has a north facing door . The Apartment overlooks to the beautiful landscaped garden at the back, away from the main road hence the noise levels are quite low. The apartment is also open on the East and South which also ensures good sunlight throughout the day. So if you want an apartment here with good sunlight and low noise levels then this is the perfect apartment for you.",https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Nagasandra-in-Bangalore&id=4d423534343935343333,9000000,90 Lac,Bangalore,Nagasandra,13.0467347,77.500742,3,3,3,1500 FTK ,4,Semi-Furnished,Stanley,Stanley Estates,+91-96XXXXXXX55
3 BHK Flat  for Sale in   Panathur ,domcache_srp_57378277,"2 Bath,Unfurnished,4 floor DC Capitol offers luxury apartments located in Panathur close proximity to Tech parks on Outer Ring Road of Marathalli-KR Puram to Sarjapur-Silk Board & easy access to educational institutes and healthcare institutes. Independent flats without common walls, it is all about open space on either side. Live much fresher every moment; it will wear tiredness from body and soul. There is only one way to describe the experience at DC Capitol - Beauty, Passion and breath taking apartments designed to your highest standards. ",https://www.magicbricks.com/propertyDetails/3-BHK-1470-Sq-ft-Multistorey-Apartment-FOR-Sale-Panathur-in-Bangalore&id=4d423537333738323737,8254636,82.5 Lac,Bangalore,Panathur,12.937119,77.705367,3,2,3,1470 FTK ,4,Unfurnished,Imran Khan,Sree ,+91-96XXXXXXX23
2 BHK Flat  for Sale in   Hoskote ,domcache_srp_57243669,"2 Bath,Unfurnished,4 floor JP Tulips is a residential development in Hoskote, Bangalore. The project is built by JP Housing Corporation. They provide Skillfuly designed apartments with all necessities. The project lies right on NH-75 highway. Project is  BMRDA and RERA approved.",https://www.magicbricks.com/propertyDetails/2-BHK-1090-Sq-ft-Multistorey-Apartment-FOR-Sale-Hoskote-in-Bangalore&id=4d423537323433363639,4578525,45.8 Lac,Bangalore,Hoskote,13.0689366,77.7968211,2,2,2,1090 FTK ,4,Unfurnished,Muralidhar,,+91-99XXXXXXX66
2 BHK Flat  for Sale in   Harlur ,domcache_srp_51981435,"2 Bath,Unfurnished,6 floor,North - West facing Poorvi Champions Height located at Harlur Road with all luxury facilities included with vastu compliance homes, no less than any other luxury venture which would normally be a dream for those who cannot afford.",https://www.magicbricks.com/propertyDetails/2-BHK-1385-Sq-ft-Multistorey-Apartment-FOR-Sale-Harlur-in-Bangalore&id=4d423531393831343335,7800000,78 Lac,Bangalore,Harlur,12.899325,77.666215,2,2,2,1385 FTK ,6,Unfurnished,Sushit,,+91-98XXXXXXX18
2 BHK Flat  for Sale in   Gunjur ,domcache_srp_57376843,"2 Bath,Unfurnished Every home at Keystone DSR Starlight brings alive a harmony of exclusive designs that speak of the latest trends in modern architecture. While nature-efficient lay-outs and a world of amenities reflect your taste for a dignified life-style, a meticulously chosen location makes sure that you stay connected to everything, including nature and calmness.",https://www.magicbricks.com/propertyDetails/2-BHK-1035-Sq-ft-Multistorey-Apartment-FOR-Sale-Gunjur-in-Bangalore&id=4d423537333736383433,4398750,44 Lac,Bangalore,Gunjur,12.921124,77.734482,2,2,2,1035 FTK ,,Unfurnished,Yeswanth  Reddy,,+91-63XXXXXXX28
2 BHK Flat  for Sale in   Kengeri ,domcache_srp_54955961,"2 Bath,Semi-Furnished Vaastu Tranquil, with its elegant looks, stands out among myriad contemporary structures. Ensconced amidst green landscape and perennial gardens, it is designed for a relaxing ambience and the much-needed rejuvenation. Uncover its resplendence and ambience. Experience the abundance of space and light. All in all, celebrate life. ",https://www.magicbricks.com/propertyDetails/2-BHK-745-Sq-ft-Multistorey-Apartment-FOR-Sale-Kengeri-in-Bangalore&id=4d423534393535393631,3501500,35 Lac,Bangalore,Kengeri,12.907465410484779,77.48738752672693,2,2,2,745 FTK ,,Semi-Furnished,Srinivas,,+91-87XXXXXXX66
3 BHK Flat  for Sale in   whitefield ,domcache_srp_57400633,"3 Bath,Semi-Furnished SOBHA Windsor, an elegant architectural masterpiece, promises the beauty and refinement of the charismatic English era. Surround yourself with the charm and panache of those luxurious times and experience the allure of a regal estate that is handcrafted for the elite. This upcoming british architecture residence is located in the congenial surroundings of Whitefield, Bangalore. The premise includes elegantly structured high-rise towers hosting urban-themed affluent residential apartments with exquisite styling and artistry. The project acquires a colossal land area in prime location.Tucked away in the bustling cityscape of Whitefield, SOBHA Windsor is going to be very close to everything, IT hubs, world-class hospitals, international schools and leisure avenues. Clear skies, clean waters and unspoiled grounds endow this sylvan land an aura of immaculate purity.Sobha Windsor will offer top-notch amenities for its valued buyers, which will be a refreshing treat for everyone alike.",https://www.magicbricks.com/propertyDetails/3-BHK-1817-Sq-ft-Multistorey-Apartment-FOR-Sale-whitefield-in-Bangalore&id=4d423537343030363333,14000000,1.40 Cr,Bangalore,whitefield,,,3,3,3,1817 FTK ,,Semi-Furnished,Arun Tiwari,Buniyad Retail,+91-98XXXXXXX03
2 BHK Flat  for Sale in   Amrutahalli ,domcache_srp_55825245,"2 Bath,Unfurnished Strategically  located  between  Outer Ring Road and Bellary Road  in the prime location of Amruthahalli, Bangalore and enjoys good connectivity to all points of interest located in and around Bangalore, promising  premium living in serene atmosphere. All flats with Independent Walls. Located in prime location close to proposed metro station. 100 % Vastu compliant.",https://www.magicbricks.com/propertyDetails/2-BHK-1190-Sq-ft-Multistorey-Apartment-FOR-Sale-Amrutahalli-in-Bangalore&id=4d423535383235323435,6545000,65.5 Lac,Bangalore,Amrutahalli,13.065905,77.60389,2,2,2,1190 FTK ,,Unfurnished,RGM Constructions,,+91-98XXXXXXX41
"2 BHK Flat  for Sale in   Kaggadasapura, Indira nagar ",domcache_srp_56766177,"2 Bath,Unfurnished,3 floor Sanjeeve Royale stands a place where nature, glamour and the future intersect. Experience good living in spacious apartments as the lush acres provide a welcome distraction from the hustle and bustle of the city. The sprawling recreational facilities blend in perfect harmony with the finest from the world of education, shopping and dining. So you don't just live here but enjoy the world around.",https://www.magicbricks.com/propertyDetails/2-BHK-1045-Sq-ft-Multistorey-Apartment-FOR-Sale-Kaggadasapura-in-Bangalore&id=4d423536373636313737,5172750,51.7 Lac,Bangalore,"Kaggadasapura, Indira nagar",12.974595,77.6713894,2,2,2,1045 FTK ,3,Unfurnished,Narayanan,,+91-79XXXXXXX77
2 BHK Flat  for Sale in   Hennur Main Road ,domcache_srp_56270127,"2 Bath,Unfurnished,4 floor Come home to Sahasra Mount oak. It offers multiple facilities such as Lift, Rainwater Harvesting, Gymnasium, Power Backup. For families with kids, there is Children Play Area, apart from Swimming Pool. You will also get access to Internet / Wi-Fi, provisions in the project. There is 24x7 Security. These amenities make this property totally aspirational.",https://www.magicbricks.com/propertyDetails/2-BHK-1188-Sq-ft-Multistorey-Apartment-FOR-Sale-Hennur-Main-Road-in-Bangalore&id=4d423536323730313237,7782520,77.8 Lac,Bangalore,Hennur Main Road,13.0231661,77.6309661,2,2,2,1188 FTK ,4,Unfurnished,Sanjay,Sahasra Builders and Developers,+91-97XXXXXXX50
3 BHK Flat  for Sale in   Nagasandra ,domcache_srp_57379577,"3 Bath,Semi-Furnished,7 floor,North facing it’s a beautiful semifinished flat with eye pleasing interiors, it has one basement car parking. balcony facing the Nagasandra metro station",https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Nagasandra-in-Bangalore&id=4d423537333739353737,9800000,98 Lac,Bangalore,Nagasandra,13.043486595153809,77.50090789794922,3,3,3,1500 FTK ,7,Semi-Furnished,Mohammed  Haseeb,,+91-95XXXXXXX00
3 BHK Flat  for Sale in   Jigani ,domcache_srp_18941091,"3 Bath,Unfurnished,6 floor,East facing Its a 3 BHK+3 bathrooms+utility with 3 balconies, apartment available for sale on 6th floor in tower-E, the flat is ready for possession. apartment door is east facing and balconies facing garden.",https://www.magicbricks.com/propertyDetails/3-BHK-1230-Sq-ft-Multistorey-Apartment-FOR-Sale-Jigani-in-Bangalore-r1&id=4d423138393431303931,5000000,50 Lac,Bangalore,Jigani,12.784138,77.65799,3,3,3,1230 FTK ,6,Unfurnished,Khushal Sethi,,+91-98XXXXXXX98
3 BHK Flat  for Sale in   Horamavu Banaswadi ,domcache_srp_57358299,"3 Bath,Unfurnished,8 floor,East facing Its ready to move in, OC obtained. its A Khata Individual flat and land. 100 percent vastu compliance. its located on Horamavu Kalkere main road with all functioning amenities like Swimming pool, Party Hall, Two Kids Play Area, Cricket Practice Net, Settle Court, State of art Gymnasium.",https://www.magicbricks.com/propertyDetails/3-BHK-1920-Sq-ft-Multistorey-Apartment-FOR-Sale-Horamavu-Banaswadi-in-Bangalore&id=4d423537333538323939,10900000,1.09 Cr,Bangalore,Horamavu Banaswadi,13.030587,77.668067,3,3,3,1920 FTK ,8,Unfurnished,PineStone Infra,,+91-99XXXXXXX41
2 BHK Flat  for Sale in   whitefield ,domcache_srp_55989785,"2 Bath,Unfurnished,3 floor,East facing 2 BHK, Multistorey Apartment is available for Sale in whitefield, Bangalore for 70.0 Lac(s)",https://www.magicbricks.com/propertyDetails/2-BHK-1170-Sq-ft-Multistorey-Apartment-FOR-Sale-whitefield-in-Bangalore&id=4d423535393839373835,7000000,70 Lac,Bangalore,whitefield,12.968047142028809,77.73909759521484,2,2,2,1170 FTK ,3,Unfurnished,Nandan,,+91-99XXXXXXX09
"3 BHK Flat  for Sale in   Horamavu Agara, Hormavu ",domcache_srp_56700367,"3 Bath,Unfurnished,9 floor,North facing Admit it. Its your dream that when you return home from work, you want to feel like you are at a resort with lavish luxuries. To step into your home and live without a care amid discreet privacy. A resplendent, completely contemporary lifestyle in the heart of Bangalore with an inspired neighborhood of peace and privileges. Welcome to a residential oasis that is designed to warm your heart and comfort your soul. Come home to VSR Tranquil",https://www.magicbricks.com/propertyDetails/3-BHK-1675-Sq-ft-Multistorey-Apartment-FOR-Sale-Horamavu-Agara-in-Bangalore&id=4d423536373030333637,10048325,1 Cr,Bangalore,"Horamavu Agara, Hormavu",13.0320449,77.661594,3,3,3,1675 FTK ,9,Unfurnished,Reddy,VSR Ventures ,+91-88XXXXXXX25
2 BHK Flat  for Sale in   C V Raman Nagar ,domcache_srp_57455065,"2 Bath,Furnished,3 floor,North - East facing The apartment is tastefully furnished with PURE TEAK WOOD, has plenty of storage space, 2 JUMBO sized wardrobes, overhead lofts, kitchen cabinets, cutlery units, Book Shelf, TV Unit integrated with Shoe Rack, 2 Study Tables, 1 Queen Size BED with storage drawer, 1 Queen Size with storage drawer bed bunk bed, Fans, Geysers, Modern lamps, New paint, New Electrical SwitchesApartment complex facilities  24 hour Power backup,  24 hours water supply, Childrens play area, Lift, party Hall, Basement parking, Metro 3 KM, All shopping next door,  near to DRDO",https://www.magicbricks.com/propertyDetails/2-BHK-1160-Sq-ft-Multistorey-Apartment-FOR-Sale-C-V-Raman-Nagar-in-Bangalore&id=4d423537343535303635,6300000,63 Lac,Bangalore,C V Raman Nagar,,,2,2,2,1160 FTK ,3,Furnished,Satya Narayan,,+91-85XXXXXXX73
