name,id,description,url,price,priceInWord,cityName,addressLocality,longitude,latitude,numberOfRooms,bathroom,bedroom,floorSize,floorno,furnshingstatus,agentName,agentCompanyName,agentMaskedmobilenumber 
2 BHK Flat  for Sale in   Bonhooghly ,domcache_srp_56810417,"1 Bath,Semi-Furnished,1 floor 2 BHK, Multistorey Apartment is available for Sale in Bonhooghly, Kolkata for 29.50 Lac(s)",https://www.magicbricks.com/propertyDetails/2-BHK-730-Sq-ft-Multistorey-Apartment-FOR-Sale-Bonhooghly-in-Kolkata&id=4d423536383130343137,2950000,29.5 Lac,Kolkata,Bonhooghly,,,2,1,2,730 FTK ,1,Semi-Furnished,Partha saha,,+91-79XXXXXXX67
6 BHK Residential House for Sale in Birati,domcache_srp_56802971,"4 Bath,Unfurnished,East facing Very calm neighborhood.",https://www.magicbricks.com/propertyDetails/6-BHK-7000-Sq-ft-Residential-House-FOR-Sale-Birati-in-Kolkata&id=4d423536383032393731,30000000,3 Cr,Kolkata,Birati,22.669055938720703,88.42931365966797,6,4,6,7000 FTK ,,Unfurnished,Jay Chakraborty,,+91-98XXXXXXX54
3 BHK Flat  for Sale in   Baranagar ,domcache_srp_56906759,"2 Bath,Unfurnished,2 floor Multistorey apartment is available for sale. It is a good location property. Please contact for more details.",https://www.magicbricks.com/propertyDetails/3-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-Baranagar-in-Kolkata&id=4d423536393036373539,4040000,40.4 Lac,Kolkata,Baranagar,22.63719940185547,88.37126159667969,3,2,3,1000 FTK ,2,Unfurnished,anand kumar,,+91-74XXXXXXX66
2 BHK Flat  for Sale in   Bansdroni ,domcache_srp_56756787,"1 Bath,Unfurnished,1 floor,East facing Multistorey apartment is available for sale. It is a good location property. Please contact for more details.",https://www.magicbricks.com/propertyDetails/2-BHK-600-Sq-ft-Multistorey-Apartment-FOR-Sale-Bansdroni-in-Kolkata&id=4d423536373536373837,1600000,16 Lac,Kolkata,Bansdroni,22.470897674560547,88.36341094970703,2,1,2,600 FTK ,1,Unfurnished,mallika naskar,,+91-89XXXXXXX19
"3 BHK Flat  for Sale in   Chinsurah, Hooghly-Chinsurah ",domcache_srp_52640661,"2 Bath,Unfurnished,3 floor,East facing 3BHK FLAT FOR SALE !!!!Beautifully designed ready to move in condition less than 5 years old Apartment ideally located at the Heart Of Khadina More, Chinsurah, Hooghly. Please note apartment consists of 3 bed rooms with two attached balconies in two bedrooms, can be used as a 2bed plus study or as a kids room. it also has one kitchen one dining area one hallway and two bathrooms with geyser facilities in both bathrooms. this property facing EAST and 3 sides open areas over looking garden and road with ample lights and air and big loft for storage purpose. beautifully painted interiors.",https://www.magicbricks.com/propertyDetails/3-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Chinsurah-in-Kolkata&id=4d423532363430363631,2900000,29 Lac,Kolkata,"Chinsurah, Hooghly-Chinsurah",,,3,2,3,1100 FTK ,3,Unfurnished,arpita,,+91-99XXXXXXX37
"3 BHK Flat  for Sale Sunny dale, in   Ramchandrapur, Narendrapur ",domcache_srp_55573257,"2 Bath,Unfurnished,3 floor Multistorey apartment is available for rent. It is a good location property. Please contact for more details.",https://www.magicbricks.com/propertyDetails/3-BHK-1400-Sq-ft-Multistorey-Apartment-FOR-Sale-Ramchandrapur-in-Kolkata&id=4d423535353733323537,8000000,80 Lac,Kolkata,"Ramchandrapur, Narendrapur",,,3,2,3,1400 FTK ,3,Unfurnished,Amitava Biswas,,+91-98XXXXXXX02
"1 BHK Flat  for Sale in   Silpara, Purba Barisha ",domcache_srp_56610413,"1 Bath,Unfurnished,4 floor,South - East facing 2 min walk from main road, Metro station 3 min walk",https://www.magicbricks.com/propertyDetails/1-BHK-650-Sq-ft-Multistorey-Apartment-FOR-Sale-Silpara-in-Kolkata&id=4d423536363130343133,2300000,23 Lac,Kolkata,"Silpara, Purba Barisha",,,1,1,1,650 FTK ,4,Unfurnished,Malabika Ghosh,,+91-98XXXXXXX82
2 BHK Flat  for Sale in   Em Bypass South East ,domcache_srp_57206803,"2 Bath,Furnished,14 floor,North - East facing 2 BHK, Multistorey Apartment is available for Sale in EM Bypass South East, Kolkata for 95.0 Lac(s)",https://www.magicbricks.com/propertyDetails/2-BHK-1077-Sq-ft-Multistorey-Apartment-FOR-Sale-Em-Bypass-South-East-in-Kolkata&id=4d423537323036383033,9500000,95 Lac,Kolkata,Em Bypass South East,22.512298583984375,88.40177154541016,2,2,2,1077 FTK ,14,Furnished,purabi,,+91-98XXXXXXX01
2 BHK Residential House for Sale in Hooghly-Chinsurah,domcache_srp_49663988,"2 Bath,Furnished,1 floor 2 BHK, Residential House is available for Sale in Hooghly Chinsurah, Kolkata for 50.0 Lac(s)",https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Residential-House-FOR-Sale-Hooghly-Chinsurah-in-Kolkata&id=4d423439363633393838,5000000,50 Lac,Kolkata,Hooghly-Chinsurah,,,2,2,2,1100 FTK ,1,Furnished,Ankur Basu,,+91-90XXXXXXX87
3 BHK Flat  for Sale in   Picnic Garden Road ,domcache_srp_57087993,"2 Bath,Unfurnished,2 floor,East facing South facing with 100% Vaastu compliance, this 3BHK flat is available for sale in Picnic Garden Road, Kolkata. This property is well maintained and is benefited with freehold ownership rights and therefore a valuable investment to make.Property SpecificationsThis property being unfurnished, this property can be customised according to the buyer's needs and preferences. Spread across a super area of 1500 sq ft and a carpet area of 1200 sq ft, this flat is positioned on the 2nd floor of a low raised 5 floor building.Benefited with 2 entrances, this flat comprises 3 bedrooms, 2 bathrooms, 2 wide and airy balconies, a drawing room, living cum dining area, puja unit and a kitchen with a granite platform, attached utility area and a sink.The bathrooms are designed in western and Indian manner as well where one is attached and the other one is commonly accessible. Overlooking the ground and other buildings, the balconies are attached to two of the bedrooms.Also, the balconies are protected with grills. Additionally, this flat is beautifully covered with top quality marble flooring that makes the same look elegant and stylish.FacilitiesThis flat is benefited with prime facilities such as round the clock water supply through corporation, covered parking space, no/rare power cut, a lift, CCTV cameras and security guards.LocalityLocated just 500meters from the main road, this flat has amazing connectivity to the other parts of the city. Well known schools are located nearby whereas the Ruby Hospital is present at a very short distance.Main market is situated at a distance of 3 to 4km whereas malls and supermarkets are located nearby. The airport is dotted at a distance of 20 min drive whereas the railway station is located at a distance of 2 to 3km and the metro station is at 500meters.Also, other public transport facilities such as taxis, auto rickshaws and buses are easily available here. The EM Bypass Road is located just 300meters from this gated community. For banking needs and services, prominent banks and ATMs are present in the vicinity.",https://www.magicbricks.com/propertyDetails/3-BHK-1500-Sq-ft-Multistorey-Apartment-FOR-Sale-Picnic-Garden-Road-in-Kolkata&id=4d423537303837393933,7500000,75 Lac,Kolkata,Picnic Garden Road,,,3,2,3,1500 FTK ,2,Unfurnished,Mrs Nàbanita Chakraborty,,+91-75XXXXXXX52
"7 BHK Villa for Sale in Michael Nagar, New Barrakpur",domcache_srp_56831319,"6 Bath,Furnished,East facing 7 BHK, Villa is available for Sale in Michael Nagar, Kolkata for 1.1 Crore(s)",https://www.magicbricks.com/propertyDetails/7-BHK-3600-Sq-ft-Villa-FOR-Sale-Michael-Nagar-in-Kolkata&id=4d423536383331333139,11000000,1.10 Cr,Kolkata,"Michael Nagar, New Barrakpur",22.675676345825195,88.44158172607422,7,6,7,3600 FTK ,,Furnished,TARUN CHANDRA,,+91-98XXXXXXX15
2 BHK Flat  for Sale in   Khardaha ,domcache_srp_57181167,"2 Bath,Unfurnished,12 floor,South facing 2 BHK, Multistorey Apartment is available for Sale in Khardaha, Kolkata for 35.0 Lac(s)",https://www.magicbricks.com/propertyDetails/2-BHK-970-Sq-ft-Multistorey-Apartment-FOR-Sale-Khardaha-in-Kolkata&id=4d423537313831313637,3500000,35 Lac,Kolkata,Khardaha,22.705869674682617,88.37956237792969,2,2,2,970 FTK ,12,Unfurnished,Abhijit Chowdhury,,+91-98XXXXXXX83
"3 BHK Flat  for Sale Radha Krishna Kunja, in   Chinar Park, Rajarhat ",domcache_srp_57085145,"2 Bath,Semi-Furnished,2 floor Apartment in Narayanpur, very near to Chinar Park,  15 to 20 minutes drive to Kolkata International Airport.",https://www.magicbricks.com/propertyDetails/3-BHK-1250-Sq-ft-Multistorey-Apartment-FOR-Sale-Chinar-Park-in-Kolkata&id=4d423537303835313435,5500000,55 Lac,Kolkata,"Chinar Park, Rajarhat",22.645547,88.459712,3,2,3,1250 FTK ,2,Semi-Furnished,Debmalya,,+1-86XXXXXXX54
2 BHK Flat  for Sale in   Bata Nagar ,domcache_srp_55902335,"2 Bath,Unfurnished,3 floor Interested people can contact.",https://www.magicbricks.com/propertyDetails/2-BHK-712-Sq-ft-Multistorey-Apartment-FOR-Sale-Bata-Nagar-in-Kolkata&id=4d423535393032333335,2600000,26 Lac,Kolkata,Bata Nagar,22.537776947021484,88.26750183105469,2,2,2,712 FTK ,3,Unfurnished,Subhasis Pal,,+91-89XXXXXXX19
2 BHK Flat  for Sale in    ,domcache_srp_56057999,"2 Bath,Semi-Furnished,1 floor,South facing parking attached",https://www.magicbricks.com/propertyDetails/2-BHK-1200-Sq-ft-Multistorey-Apartment-FOR-Sale-in-Kolkata&id=4d423536303537393939,5500000,55 Lac,Kolkata,,,,2,2,2,1200 FTK ,1,Semi-Furnished,Satyam Tewary,,+91-79XXXXXXX70
2 BHK Flat  for Sale in   Budge Budge ,domcache_srp_46191589,"2 Bath,Unfurnished,4 floor,South - East facing Its a complex of 4 Blocks...each block is G plus 4",https://www.magicbricks.com/propertyDetails/2-BHK-932-Sq-ft-Multistorey-Apartment-FOR-Sale-Budge-Budge-in-Kolkata&id=4d423436313931353839,2330000,23.3 Lac,Kolkata,Budge Budge,22.588333129882812,88.35594177246094,2,2,2,932 FTK ,4,Unfurnished,Mukherjee,,+91-74XXXXXXX88
9 BHK Villa for Sale in Nimta,domcache_srp_49860744,"4 Bath,Furnished,East facing 9 BHK, Villa is available for Sale in Nimta, Kolkata for 1.3 Crore(s)",https://www.magicbricks.com/propertyDetails/9-BHK-2400-Sq-ft-Villa-FOR-Sale-Nimta-in-Kolkata&id=4d423439383630373434,13000000,1.30 Cr,Kolkata,Nimta,,,9,4,9,2400 FTK ,,Furnished,Asokranjan Tapadar,,+91-89XXXXXXX31
3 BHK Residential House for Sale in New Alipore,domcache_srp_56399975,"3 Bath,Unfurnished,Ground floor,West facing Available for sale and ready to move-in, this 3BHK owner residential house is perfect for modern living. It is located in highly known areas of New Alipore, Kolkata. So call us today to book your appointment to come and see why this 3BHK residential house could be the perfect place for you!!!Property Specifications Extended over 5 floors, this vaastu approved house is engineered with superb quality civil work and modern designs. The interiors of this house are very appealing and stylish. Luminous and airy, this house is naturally lit and blessed with ample ventilation all along the day. Coming to the floor plan, the ground floor is used for parking. Talking about the first, second and third floor, it features 3 bedrooms, 3 western bathrooms (2 attached & 1 common), 1 balcony attached to 1 bedroom, 1 living room, 1 kitchen with utility area and 1 dining room. On the 4th floor, there are 3 bedrooms, 3 western bathrooms (2 attached & 1 common), 1 balcony attached to 1 bedroom, 1 living room, 1 kitchen with utility area, 1 dining room and rest is 300 sqft private open terrace. The flooring of these blocks is done with durable vitrified tiles, known for their long-lasting life and easy maintenance. Facilities You can be assured of a comfortable stay here as key facilities including round the clock water supply, covered parking space, 100% power backup, 1 lift and security guards are also available. Locality For swift transport to other locations, public transport like autos, taxis and buses are easily available in this area. There is also a metro station available at 2km distance. The property is near to the New Alipore Petrol Pump, BP Podar Hospital, banks, ATMs and schools.",https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Residential-House-FOR-Sale-New-Alipore-in-Kolkata&id=4d423536333939393735,16000000,1.60 Cr,Kolkata,New Alipore,,,3,3,3,2000 FTK ,Ground,Unfurnished,Anand,,+91-98XXXXXXX50
3 BHK Residential House for Sale in Barasat,domcache_srp_57047391,"2 Bath,Unfurnished 3 BHK, Residential House is available for Sale in Barasat, Kolkata for 75.0 Lac(s)",https://www.magicbricks.com/propertyDetails/3-BHK-5-Kottah-Residential-House-FOR-Sale-Barasat-in-Kolkata&id=4d423537303437333931,7500000,75 Lac,Kolkata,Barasat,,,3,2,3,,,Unfurnished,Suchandrika Das,,+91-90XXXXXXX40
"3 BHK Flat  for Sale in   Metropolitan, Tangra ",domcache_srp_57213235,"3 Bath,Unfurnished,1 floor,South facing Automatic Lift of Kone Brand, covered Parking",https://www.magicbricks.com/propertyDetails/3-BHK-2000-Sq-ft-Multistorey-Apartment-FOR-Sale-Metropolitan-in-Kolkata&id=4d423537323133323335,15000000,1.50 Cr,Kolkata,"Metropolitan, Tangra",,,3,3,3,2000 FTK ,1,Unfurnished,Singh Singh,,+91-70XXXXXXX61
"2 BHK Flat  for Sale Tarini Enclave, in   Chinar Park, Rajarhat ",domcache_srp_55806575,"2 Bath,Unfurnished,3 floor,North - East facing open parking available with flatspacious drawing and dining space . well maintained property",https://www.magicbricks.com/propertyDetails/2-BHK-1100-Sq-ft-Multistorey-Apartment-FOR-Sale-Chinar-Park-in-Kolkata&id=4d423535383036353735,4200000,42 Lac,Kolkata,"Chinar Park, Rajarhat",22.625397,88.438324,2,2,2,1100 FTK ,3,Unfurnished,S. Mukherjee,,+91-93XXXXXXX58
4 BHK Flat  for Sale in   Konnagar ,domcache_srp_41184055,"2 Bath,Unfurnished,5 floor  This spacious Multistorey Apartment is located at 5th floor in a tower of total 6 floors. ",https://www.magicbricks.com/propertyDetails/4-BHK-1770-Sq-ft-Multistorey-Apartment-FOR-Sale-Konnagar-in-Kolkata&id=4d423431313834303535,4200000,42 Lac,Kolkata,Konnagar,,,4,2,4,1770 FTK ,5,Unfurnished,Sanjay Bhattacharya,,+91-94XXXXXXX88
6 BHK Residential House for Sale in Shyamnagar,domcache_srp_38479949,"3 Bath,Unfurnished,2 floor,South facing 8 min distance from shyamnagar rail station. Price is negotiable",https://www.magicbricks.com/propertyDetails/6-BHK-1820-Sq-ft-Residential-House-FOR-Sale-Shyamnagar-in-Kolkata-r1&id=4d423338343739393439,5000000,50 Lac,Kolkata,Shyamnagar,,,6,3,6,1820 FTK ,2,Unfurnished,Arup ratan ganguly,,+91-98XXXXXXX67
2 BHK Flat  for Sale in   Rishra ,domcache_srp_47244177,"2 Bath,Unfurnished,7 floor,South - East facing 2 BHK, Multistorey Apartment is available for Sale in Rishra, Kolkata for 31.0 Lac(s)",https://www.magicbricks.com/propertyDetails/2-BHK-1013-Sq-ft-Multistorey-Apartment-FOR-Sale-Rishra-in-Kolkata&id=4d423437323434313737,3100000,31 Lac,Kolkata,Rishra,,,2,2,2,1013 FTK ,7,Unfurnished,Nishikant Singh nishikantsingh,,+91-98XXXXXXX66
"6 BHK Residential House for Sale in Anandapuri, Barrackpore",domcache_srp_41256021,"4 Bath,Unfurnished,3 floor,North - West facing This Residential House is built over 3 floors. The construction has been done keeping in view family needs for space",https://www.magicbricks.com/propertyDetails/6-BHK-3000-Sq-ft-Residential-House-FOR-Sale-Anandapuri-in-Kolkata-r1&id=4d423431323536303231,15000000,1.50 Cr,Kolkata,"Anandapuri, Barrackpore",22.77001190185547,88.37743377685547,6,4,6,3000 FTK ,3,Unfurnished,Ranjita,,+91-96XXXXXXX79
2 BHK Flat  for Sale in   Keshtopur ,domcache_srp_56356345,"2 Bath,Unfurnished,4 floor,South facing 2 BHK, Multistorey Apartment is available for Sale in Keshtopur, Kolkata for 21.50 Lac(s)",https://www.magicbricks.com/propertyDetails/2-BHK-850-Sq-ft-Multistorey-Apartment-FOR-Sale-Keshtopur-in-Kolkata&id=4d423536333536333435,2150000,21.5 Lac,Kolkata,Keshtopur,22.594919204711914,88.43637084960938,2,2,2,850 FTK ,4,Unfurnished,Raju Majumder,,+91-89XXXXXXX06
"2 BHK Flat  for Sale in   Hazra, Kalighat ",domcache_srp_51297448,"2 Bath,Unfurnished,3 floor,South facing 2 BHK, Multistorey Apartment is available for Sale in Hazra, Kolkata for 58.0 Lac(s)",https://www.magicbricks.com/propertyDetails/2-BHK-775-Sq-ft-Multistorey-Apartment-FOR-Sale-Hazra-in-Kolkata&id=4d423531323937343438,5800000,58 Lac,Kolkata,"Hazra, Kalighat",,,2,2,2,775 FTK ,3,Unfurnished,JOY BHATTACHERJEE,,+91-98XXXXXXX20
"2 BHK Flat  for Sale in   Rath Tala, Kasba ",domcache_srp_41058633,"1 Bath,Unfurnished,2 floor,South facing Its a 2nd floor Builder Floor Apartment in a building of total 2 floors. Prime location. All papers Mutation, Completion Certificate OK. 25 year old property but well maintained.",https://www.magicbricks.com/propertyDetails/2-BHK-550-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Rath-Tala-in-Kolkata&id=4d423431303538363333,1900000,19 Lac,Kolkata,"Rath Tala, Kasba",,,2,1,2,,2,Unfurnished,Sandipan,,+91-83XXXXXXX22
3 BHK Flat  for Sale in   Khudiram ,domcache_srp_56713787,"2 Bath,Furnished,2 floor Situated in Khudiram Sarani is an amazingly crafted 3BHK apartment available for sale. Perfect blend of comfort and elegance, this apartment is undoubtedly the right choice to dwell in with your beloved family. So, hurry up!!!Property SpecificationsIdeally positioned on the second floor, this 3BHK apartment spanning across a super area of 970 sqft is brilliantly designed to match modern-day family requirements of space and convenience. Hence, considering this property to settle down is totally worthwhile.Facing towards the west direction, this apartment is inclusive of 2 bedrooms, 2 bathrooms with geyser connecting points, 2 balconies, 1 spacious living cum dining room, and 1 semi-modular kitchen.To continue, the property is provided with all the necessary furniture. Further, of the 2 bathrooms of this apartment, one designed in western fashion is attached to a bedroom and the other is an Indian style bathroom available for common use. Overlooking the road in the vicinity, the wide balconies present in this abode comes connected to the master bedroom and drawing cum dining room. It not only adds extra space but provides maximum cross ventilation as well.You get enough space to showcase your cooking skills in the thoughtfully designed kitchen of this abode that is well-equipped with a platform and sink. Moving to the flooring, fine-looking marble tiles are decked on the flooring which adds more charm to the overall look.FacilitiesThis property is favoured with borewell water supply facility and CCTV camera is installed to keep a close watch in and around the premises. Also, 1 covered parking space, 1 lift, power backup and security guard are allotted to the residents of this property.LocalityFulfilling day to day needs will be hassle-free as the main market, malls and supermarkets are within 7-10 minutes walk. Noted hospitals are only 3-4 minutes walk away so one can easily avail medical assistance. The locality is home to 3-4 schools which are available at a short walking distance of 5 minutes.  Walking for almost 2 minutes takes you to the SBI Bank, Sagar Dighi and District Library. You can travel effortlessly to other parts of the city as the bus stand is 3 minutes by drive and the railway station is around 5km from here. Also, autos, taxis and local buses lie within the close periphery.",https://www.magicbricks.com/propertyDetails/3-BHK-970-Sq-ft-Multistorey-Apartment-FOR-Sale-Khudiram-in-Kolkata&id=4d423536373133373837,3400000,34 Lac,Kolkata,Khudiram,22.59046173095703,88.36849212646484,3,2,3,970 FTK ,2,Furnished,Sujan,,+91-89XXXXXXX90
3 BHK Flat  for Sale in   Bakultala ,domcache_srp_55072041,"2 Bath,Unfurnished,1 floor,East facing Settle down contentedly with your much-adored family in the sought-after locales of Kolkata by owning this 3BHK builder floor apartment that is up for sale in Bakultala, Behala. Having easy access to essential services, this property is without a doubt the right choice to reside with loved ones. So, don’t miss this opportunity!!!Property SpecificationsLocated on the first floor of a 5-storey building, this 3BHK builder floor apartment is designed as per the Vaastu norms and it faces the north-east direction. This builder floor comes unfurnished hence residents here will have enough scope to furnish and decorate it as per their likes and convenience; which is an added benefit.Covering a super area of 1120sqft; this builder floor comprises 3 bedrooms, 2 bathrooms, a good-sized living cum dining room, and a kitchen appointed with a granite cooking slab and a sink. Additionally; the builder floor features a balcony that is connected to a bedroom and one can get a view of the main road.To continue; both bathrooms here are designed in western style and are equipped with geysers. Moreover; one bathroom is attached to a bedroom and the other can be used commonly. The fine-looking marble flooring done across all the rooms of this builder floor will surely impress you and your family the moment you step in.FacilitiesResidents do not have to worry about the placement of vehicles as covered parking is available for the same. The property is facilitated with round the clock water supply so there will be no scarcity of water.LocalityResidents of this property need not go very far to meet everyday needs as most of the key amenities are available within the vicinity. For shopping needs, one can find Reliance Trends at a short distance and Kolkata Bazar, markets and shops are close by.Prominent schools like MP Birla, Vidya Bharati, National Gems, and BMS Vidyamandir lie within the close periphery. No need to panic in a medical emergency as Narayan Hospital, Kasturi Medical Research Center, DM Hospital, BMRI Hospital, Vidyasagar State Government Hospital, and Kolkata Medical Research Institute (CMRI) are nearby.The locality also covers 20 to 25 branches of different banks including SBI, Axis, HDFC, ICICI, PNB, United Commercial Bank, Bank of Baroda, Syndicate Bank, Indian Overseas Bank, etc. Travelling will be at ease since Tollygunge Metro Station is approachable in half an hour and the upcoming Behala Chowrasta Metro Station is only 5mins away.",https://www.magicbricks.com/propertyDetails/3-BHK-1120-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Bakultala-in-Kolkata&id=4d423535303732303431,4100000,41 Lac,Kolkata,Bakultala,22.485515594482422,88.30187225341797,3,2,3,1120 FTK ,1,Unfurnished,chandra,,+91-87XXXXXXX73
2 BHK Residential House for Sale in E M Bypass,domcache_srp_56471297,"1 Bath,Unfurnished,Ground floor,North facing This is 2bhk Residential house for sale in Picnic garden road, kolkata 700039",https://www.magicbricks.com/propertyDetails/2-BHK-800-Sq-ft-Residential-House-FOR-Sale-E-M-Bypass-in-Kolkata&id=4d423536343731323937,4000000,40 Lac,Kolkata,E M Bypass,,,2,1,2,800 FTK ,Ground,Unfurnished,Nirmalya Sengupta,,
"6 BHK Residential House for Sale in Halisahar, Kanchrapara",domcache_srp_56109151,"3 Bath,Unfurnished,2 floor,South facing The property is located near Ramprasad Vita and famous Kalimndir.Five minutes walk from River Ganga,schools",https://www.magicbricks.com/propertyDetails/6-BHK-3500-Sq-ft-Residential-House-FOR-Sale-Halisahar-in-Kolkata&id=4d423536313039313531,5500000,55 Lac,Kolkata,"Halisahar, Kanchrapara",22.759523391723633,88.28401184082031,6,3,6,3500 FTK ,2,Unfurnished,K Banerjee K Banerjee,,+91-77XXXXXXX72
"2 BHK Flat  for Sale Navyug Model, in   EM Bypass Extension ",domcache_srp_52208155,"2 Bath,Unfurnished,2 floor,South facing Multistorey apartment is available for sale. It covered area of 896 sq-ft, it is a good location property. Please contact for more details.",https://www.magicbricks.com/propertyDetails/2-BHK-896-Sq-ft-Multistorey-Apartment-FOR-Sale-EM-Bypass-Extension-in-Kolkata&id=4d423532323038313535,3360000,33.6 Lac,Kolkata,EM Bypass Extension,22.447316,88.3918042,2,2,2,896 FTK ,2,Unfurnished,Arindam Tarafder,,+91-82XXXXXXX34
"2 BHK Flat  for Sale in   Diamond Park, Joka ",domcache_srp_54973913,"2 Bath,Furnished,3 floor,South facing Are you planning to settle down in the serene locales of Kolkata and looking for an ideal destination for the same? If yes, then here is a wonderful opportunity for you. Available for sale is a bright and airy 2BHK apartment in Diamond Park, Kolkata. Aged less than 5 years; this property is worth every penny invested so don’t let go of this chance!!Property SpecificationsResting comfortably on the last floor of a 3-storey building; this 2BHK apartment comes in an unfurnished condition so residents will have complete liberty of customising it as per their taste and needs, which is an added advantage.Measuring a super area of 1108sqft, this flat comes complete with 2 bedrooms, 2 western mode bathrooms with geyser connecting provision, a restful living cum dining area, and a kitchen with a cooking slab and a sink.Also, there is a wide window available in the hall which allows adequate natural light and fresh air to flow into the abode. One can also get the unblocked view of the main road from here. To continue; one of the bathrooms here is attached to a bedroom whereas the other is available for common use. Moving on; ceramic tiles are covered on the flooring across all the rooms, which gives this flat a neat and enduring look.FacilitiesResidents can rest assured of the safety of their vehicle as a garage is available to place a car. Also; the property benefits from 24hours water supply and a lift is available to reach the desired floor easily.Further, to keep a close watch on the activities in and around the premises; security guards are appointed.LocalityThis property is in a prime location and has easy access to essential services. One can find schools, hospitals, malls, supermarkets, banks and ATMs within the vicinity of this property. Hence; residents here do not have to struggle to meet their everyday needs.Even different commuter means are readily available to/from this area and the metro station is only 5mins walk away. So; travelling will be totally at ease for the residents here.",https://www.magicbricks.com/propertyDetails/2-BHK-1108-Sq-ft-Multistorey-Apartment-FOR-Sale-Diamond-Park-in-Kolkata&id=4d423534393733393133,5000000,50 Lac,Kolkata,"Diamond Park, Joka",22.452634811401367,88.30348205566406,2,2,2,1108 FTK ,3,Furnished,Porel Soumendu,,+91-62XXXXXXX28
4 BHK Flat  for Sale in   Hindmotor ,domcache_srp_55976153,"2 Bath,Furnished,3 floor 4 BHK, Builder Floor Apartment is available for Sale in Hindmotor, Kolkata for 40.0 Lac(s)",https://www.magicbricks.com/propertyDetails/4-BHK-2000-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Hindmotor-in-Kolkata&id=4d423535393736313533,4000000,40 Lac,Kolkata,Hindmotor,,,4,2,4,2000 FTK ,3,Furnished,Pravin Dokania,,+91-98XXXXXXX83
5 BHK Flat  for Sale in   Shobhabazar ,domcache_srp_56393177,"4 Bath,Furnished,3 floor Fully Furnished, with amazing wood work. 247 water supply. Free access to balcony with view of the ganges. Amazing designed Storage space for family",https://www.magicbricks.com/propertyDetails/5-BHK-3343-Sq-ft-Multistorey-Apartment-FOR-Sale-Shobhabazar-in-Kolkata&id=4d423536333933313737,20000000,2 Cr,Kolkata,Shobhabazar,,,5,4,5,3343 FTK ,3,Furnished,Puja Jhunjhunwala,,+91-98XXXXXXX56
2 BHK Flat  for Sale in   Bally ,domcache_srp_51017076,"2 Bath,Furnished,3 floor,South -West facing Flat with Garage 927sqft and 197 sq-ft. The garage is covered and independent. communication is very good. Close proximity to Rail, Bus, and Metro station. community hall, water purifier, lift, temple, are present.",https://www.magicbricks.com/propertyDetails/2-BHK-927-Sq-ft-Multistorey-Apartment-FOR-Sale-Bally-in-Kolkata&id=4d423531303137303736,3500000,35 Lac,Kolkata,Bally,22.645732879638672,77.07979583740234,2,2,2,927 FTK ,3,Furnished,Ankira Sanyal,,+91-90XXXXXXX96
3 BHK Flat  for Sale in   Picnic Garden Road ,domcache_srp_54322203,"2 Bath,Unfurnished,3 floor,South - East facing 3 BHK all side open 1000 sft. semi Furnished Flat at Picnic Garden Road 3rd/Top Floor of four storied stand alone building one flat at  each floor with 2 bath 2 balcony, seperate  kitchen, no lift,  2 min distance from VIP bazar metro station at E.M.bypass  with Corpn water. Parking available on rental basis.",https://www.magicbricks.com/propertyDetails/3-BHK-1000-Sq-ft-Multistorey-Apartment-FOR-Sale-Picnic-Garden-Road-in-Kolkata&id=4d423534333232323033,5500000,55 Lac,Kolkata,Picnic Garden Road,,,3,2,3,1000 FTK ,3,Unfurnished,mithun Sen,,+91-94XXXXXXX53
2 BHK Flat  for Sale in   Madhyam Gram ,domcache_srp_56343965,"2 Bath,Semi-Furnished,2 floor 2 BHK, Builder Floor Apartment is available for Sale in Madhyam Gram, Kolkata for 28.0 Lac(s)",https://www.magicbricks.com/propertyDetails/2-BHK-810-Sq-ft-Builder-Floor-Apartment-FOR-Sale-Madhyam-Gram-in-Kolkata&id=4d423536333433393635,2800000,28 Lac,Kolkata,Madhyam Gram,,,2,2,2,810 FTK ,2,Semi-Furnished,Pinky,,+91-94XXXXXXX38
